"_id","product_name","Linked_Account_Required","Max_Interest_Rate","Max_Monthly_Interest","Base_Interest_Rate","Base_Monthly_Interest","All_Benefits","No_Account_Keeping_Fee","Internet_Banking","Counter_Service","Phone_Banking","Atm","Required_Linked_Account","Account_Type","Min_Opening_Amount","Min_Balance","Monthly_Account_Fee","Interest_Calculation_Frequency","Interest_Payment_Frequency","Interest_Paid_In_Steps","ATM_Withdrawal_Fee","ATM_Balance_Fee","Daily_ATM_Withdrawal_Limit","EFTPOS_Fee","Debit_Card_Replacement_Fee","Service_Fee_Frequency","Fee_Rebate_Available","Balance_Required_for_Fee_Free","Phone_Transaction_Fee","Internet_Transaction_Fee","Free_Electronic_Trans_per_Month","Counter_Deposit_Fee","Counter_Withdrawal_Fee","Free_Counter_Trans_Per_Month","Cheque_Fee","Cheque_Dishonour_Fee","Debit_Item_Dishonour_Fee","Overseas_ATM_Facilities","Overseas_ATM_Balance_Fee","Overseas_ATM_Withdrawal_Fee","Overseas_EFTPOS_Fee","OS_Emergency_Card_Replacement","Foreign_Transaction_Fee","Bankwest_Smart_eSaver_Smart_Rate_if_no_withdrawals","USaver","Savings_Term_Deposits","Home_Loans"
"http://www.infochoice.com.au/banking/savings-account/community-first-credit-union/retirement-plus-account/6247","Retirement Plus Account","","1.25%","$10.42","1.25%","$10.42","The Retirement Plus account is an account that rewards pensioners or retirees with higher interest than normal transaction accounts.
A Retirement Plus account lets you take advantage of higher interest rates based on the Federal Government's Income Test deeming rates. Interest is calculated on your daily balance and paid tri-annually.
To be eligible for Retirement Plus you will be a holder of a Seniors Card, a recipient of Family and Community Services Pensions or a self-funded retiree over the age of 55 years.
Account features:
- No account keeping fees
- Card access via a VISA Debit Card
- Optional overdraft facility*
- Optional personal cheque book
- Optional personal deposit book
- Earn interest on daily balances
- One simple statement for all your accounts
- BPAY facility to pay bills
- Ability to make regular deposits
- Receive free transactions based upon the combined total balances of your loans and deposits with Community First via our Member Allowance
- Free SMS and email alerts to notify you of specific transactions and balances on your account(s)
*Terms and conditions, fees and charges apply- details available on application. All loans subject to lending guidelines.","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Quarterly","No","$1.75","$1.50","$1,000.00","$1.10","$12.50","","Yes","$0","$1.00","$0","0","$0","$1.50","2","$3.00","$25.00","$25.00","Cirrus, Maestro, VisaPlus","$1.50","$5.00","$0","$175.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/gc-mutual-bank/pension-plus-account/18956","Pension Plus Account","","1.25%","$10.42","1.25%","$10.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Monthly","No","","","$1,000.00","","","Monthly","No","$0","","","","","","","","","","VisaPlus","","","","","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/horizon-credit-union/advantage-/14698","Advantage 55","","1.25%","$10.42","1.25%","$10.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Monthly","No","$1.50","$0.50","$1,000.00","$1.00","$6.00","Monthly","No","$0","$0.25","$0.25","","$0","$1.50","","$1.00","$36.00","$20.00","VisaPlus","$3.00","$3.00","","$350.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/peoples-choice-credit-union/club--account/23804","Club 55 Account","","1.25%","$10.42","1.25%","$10.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Monthly","Yes","$0","$0","$1,000.00","$0","$10.00","Monthly","No","$0","$0","$0","","$0","$0","","$0","$5.00","$5.00","-","$5.00","$5.00","","$300.00","3.00%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/bendigo-bank/bendigo-easy-retirement-account/35535","Bendigo Easy Retirement Account","","1.00%","$8.33","1.00%","$8.33","","No","Yes","Yes","Yes","Yes","No","Trans","$1.00","$0","$3.00","Daily","Monthly","No","$0","$0","$1,000.00","$0","$0","Monthly","Yes","$0","$0","$0","","$0","$0","","$0","$40.00","$40.00","-","$1.50","$5.00","","$100.00","3.00%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/queenslanders-credit-union/live-free-account/24820","Live Free Account","Same Institution","1.00%","$8.33","1.00%","$8.33","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Monthly","Monthly","No","$0","$0","$1,050.00","$0","$0","Monthly","No","$0","$0","$0","","$0","$0","","$0","$0","$0","VisaPlus","$0","$0","$0","$0","0.00%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/victoria-teachers-mutual-bank/first-access-account/7362","First Access Account","","1.00%","$8.33","1.00%","$8.33","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Quarterly","No","$0","$0","$1,000.00","$0","$0","","No","$0","$0","$0","Unlimited","$0","$0","Unlimited","$0","$0","$0","-","$0","$0","$0","$0","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/cua/everyday--account/6353","Everyday 55+ Account","","0.95%","$7.92","0.95%","$7.92","","Yes","Yes","Yes","Yes","Yes","No","Trans","$1.00","$0","$0","Daily","Monthly","Yes","$0","$0","$2,000.00","$0","$15.00","","No","$0","$0","$0","","","$0","","$0","$15.00","$15.00","VisaPlus","","$5.00","","$30.00","2.50%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/qt-mutual-bank/bonus-saver/21008","Bonus Saver","","0.80%","$6.67","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Monthly","No","$1.30","$0.60","$1,000.00","$0.60","$0","Monthly","Yes","$0","$0","$0.30","0","$0","$2.00","0","$0.60","$15.00","$15.00","Cirrus, Maestro, VisaPlus","$0","$4.50","","","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/me/interestme-savings-account/6274","InterestME Savings Account","","0.50%","$4.17","0.50%","$4.17","No account keeping fees.
No minimum monthly balance required.
15 free EFTPOS transactions every month.
Free direct debits and credits.
Convenient 24/7 ATM and EFTPOS access.
Free Phone and Internet Banking services.
Cheque book option.","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Monthly","Yes","$1.00","$1.00","$2,000.00","$1.00","$0","","No","$0","$0","$0","15","$1.00","$1.00","0","$1.00","$25.00","$25.00","-","","","","","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/commsec/cash-account/10277","Cash Account","","0.25%","$2.08","0.25%","$2.08","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Monthly","No","","","","$0","","Monthly","No","$0","","","","","","","","","","-","","","","","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/delphi-bank/liberty-account/19760","Liberty Account","","0.25%","$2.08","0.25%","$2.08","","No","Yes","Yes","Yes","Yes","No","Trans","$1.00","$0","$4.00","Daily","Monthly","No","$0","$0","$1,000.00","$0","$10.00","Monthly","No","$2,000.00","$0","$0","Unlimited","$0","$0","Unlimited","$0","$30.00","","VisaPlus","$5.00","$5.00","$5.00","$175.00","2.00%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/select-credit-union/select-edvest/6197","Select Edvest (age 50+ account)","","0.25%","$2.08","0.25%","$2.08","","Yes","Yes","Yes","Yes","Yes","No","Trans","$1.00","$0","$0","Daily","Monthly","Yes","$0","$0","$1,000.00","$0.75","","Monthly","Yes","$0","$0","$0","6","$0","$0","0","$0","$20.00","$20.00","-","$0","$4.00","$0","","0.00%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/banksa/society-cheque-account/33432","Society Cheque Account","","0.20%","$1.67","0.20%","$1.67","","Yes","Yes","Yes","Yes","No","No","Trans","$1.00","$1.00","$0","Daily","Annually","No","","","","","","Monthly","No","$0","","","Unlimited","","","","","","","-","","","","","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/police-bank/budget-manager-account/6093","Budget Manager Account","","0.10%","$0.83","0.10%","$0.83","","Yes","Yes","Yes","Yes","No","No","Trans","$0","$0","$0","Daily","","No","$0","$0","$0","$0","","Monthly","No","$0","$0","$0","10","$2.00","$0","3","$0","$9.00","$9.00","-","$0","$0","$0","$0","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/queenslanders-credit-union/action-account/40567","Action Account","","0.10%","$0.83","0.10%","$0.83","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Monthly","Monthly","No","$1.25","$1.00","","$1.25","$0","Monthly","No","$5,000.00","$0","$0","","$1.25","$1.25","","$1.25","$20.00","$20.00","-","$2.00","$2.00","$2.00","$300.00","3.50%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/be-personal-banking/everyday-advantage/6170","Everyday Advantage","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$5.00","$5.00","$0","Monthly","","No","$0.75","$0.75","$750.00","$0.75","$5.00","Monthly","No","$10,000.00","$0.25","$0.25","-","$0","$2.50","-","$0","$12.00","$30.00","-","$0","$5.00","$0","$120.00","1.25%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/bcu/bcu-access/5998","bcu access","","0.05%","$0.42","0.05%","$0.42","","No","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$5.00","Daily","","Yes","$0.50","$0.50","$1,000.00","$0","$5.00","","Yes","$0","$0","$0","unlimited","$0.50","$0","unlimited","$0.50","$15.00","$15.00","-","$0.50","$0.50","$0.50","$300.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/bcu/bcu-business-access/6259","bcu business access","","0.05%","$0.42","0.05%","$0.42","","No","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$20.00","Daily","","Yes","$0","$0","$1,000.00","$0","$5.00","","Yes","$0","$0","$0","Unlimited","$0","$0","Unlimited","$0","$15.00","$15.00","Cirrus, Maestro","$0","$0","$0","$300.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/ecu-australia/liquid/18862","Liquid","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","","No","$0.60","$0.40","$1,000.00","","","Monthly","No","$500.00","$0","$0","15","$0","$2.00","10","$1.00","$10.00","","-","","$3.00","","","2.00%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/greater-bank-limited/access-savings-account/8026","Access Savings Account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$1.00","$1.00","$0","Daily","","Yes","$0.50","$0.30","$1,500.00","$0.40","","Monthly","Yes","$0","","","","","$1.75","","$3.00","","","VisaPlus","","$4.00","","","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/hsbc/multi-currency-account/6160","Multi Currency Account (AUD)","","0.05%","$0.00","0.05%","$0.00","","No","Yes","Yes","Yes","No","No","Trans","$0","$0","$2.50","Daily","Monthly","No","$0","$0","$0","$0","$0","Monthly","No","$0","$0","$0","0","$0","$0","0","$0","$0","$0","-","$0","$0","$0","$0","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
