Product No.,Item no,Item Description English, Local Launch, Local          Exit,Product Category,Theme,RRP price DKK,RRP price SEK
21107,21107,Micro World – The End,,,,Minecraft,299.95,399
21106,21106,Micro World – The Nether,,,,Minecraft,299.95,399
21109,21109,Exo Suit,,,,LEGO Ideas,299.95,399
21108,21108,Ghostbusters™ Ecto-1,,,,LEGO Ideas,449,549
66494,66494,Train Trip Value Pack,,,,DUPLO Town,728.9,947
66495,66495,Star Wars Value Pack,,,,Star Wars TM,878.8,1197
66492,66492,CITY Police Value Pack,,,,City Police,728.9,907
66493,66493,CITY Train Value Pack,,,,City Trains,2477.9,2996
66491,66491,CHIMA Value Pack,,,,Chima,919.75,1225
41515,41515,KRAW,,,,Mixels,29.95,39
41044,41044,Macaw's  Fountain,,,,LEGO Friends,29.95,39
10237,10237,The Tower of Orthanc,,,,LofTR and Hobbit,1699,2199
10543,10543,Superman™ Rescue,,,,DUPLO Super Heroes,179.95,249
6176,6176,LEGO® DUPLO® Basic Bricks – Deluxe,,,,DUPLO My First,199.95,249
5679,5679,Police Bike,,,,DUPLO Town,99.95,129
10220,10220,Volkswagen T1 Camper Van,,,,Creator Expert,799,1099
10545,10545,Batcave Adventure,,,,DUPLO Super Heroes,449,599
41517,41517,BALK,,,,Mixels,29.95,39
70149,70149,Scorching Blades,,,,Chima,129.95,149
10544,10544,The Joker Challenge,,,,DUPLO Super Heroes,249.95,349
70147,70147,Sir Fangar’s Ice Fortress,,,,Chima,649,799
70146,70146,Flying Phoenix Fire Temple,,,,Chima,999,1299
70145,70145,Maula’s Ice Mammoth Stomper,,,,Chima,749,899
70144,70144,Laval’s Fire Lion,,,,Chima,449,599
70143,70143,Sir Fangar’s Saber-tooth Walker,,,,Chima,349,449
70142,70142,Eris’ Fire Eagle Flyer,,,,Chima,249.95,349
70141,70141,Vardy’s Ice Vulture Glider,,,,Chima,179.95,249
41036,41036,Jungle Bridge Rescue,,,,LEGO Friends,269.95,349
41033,41033,Jungle Falls Rescue,,,,LEGO Friends,179.95,249
41032,41032,First Aid Jungle Bike,,,,LEGO Friends,129.95,179
41031,41031,Andrea’s Mountain Hut,,,,LEGO Friends,99.95,129
41030,41030,Olivia’s Ice Cream Bike,,,,LEGO Friends,99.95,129
41038,41038,Jungle Rescue Base,,,,LEGO Friends,449,599
41518,41518,GLOMP,,,,Mixels,29.95,39
41502,41502,ZORCH,,,,Mixels,29.95,39
21020,21020,Trevi Fountain,,,,LEGO Architecture,449,599
76016,76016,Spider-Helicopter Rescue,,,,Super Heroes,449,599
41519,41519,GLURT,,,,Mixels,29.95,39
75058,75058,MTT™,,,,Star Wars TM,899,1099
75059,75059,Sandcrawler™,,,,Star Wars TM,2799,3199
10580,10580,LEGO® DUPLO® Deluxe Box of fun,,,,DUPLO My First,399,499
75052,75052,Mos Eisley Cantina™,,,,Star Wars TM,749,899
75053,75053,The Ghost,,,,Star Wars TM,899,1099
75050,75050,B-Wing™,,,,Star Wars TM,549,699
75051,75051,Jedi™ Scout Fighter,,,,Star Wars TM,649,799
75056,75056,LEGO® Star Wars™ Advent Calendar,,,,Star Wars TM,249.95,349
10242,10242,MINI Cooper,,,,Creator Expert,799,999
75054,75054,AT-AT™,,,,Star Wars TM,1099,1299
75055,75055,Imperial Star Destroyer™,,,,Star Wars TM,1199,1499
44023,44023,ROCKA Crawler,,,,Hero Factory,79.95,99
10671,10671,Fire Emergency,,,,Juniors,179.95,249
70212,70212,CHI Sir Fangar,,,,LOC Constraction,179.95,249
41510,41510,LUNK,,,,Mixels,29.95,39
41047,41047,Seal’s Little Rock,,,,LEGO Friends,29.95,39
41512,41512,CHOMLY,,,,Mixels,29.95,39
41045,41045,Orangutan's Banana Tree,,,,LEGO Friends,29.95,39
31026,31026,Bike Shop & Café,,,,LEGO Creator,649,799
41049,41049,Panda’s Bamboo,,,,LEGO Friends,29.95,39
41505,41505,SHUFF,,,,Mixels,29.95,39
42029,42029,Customized Pick up Truck,,,,Technic,799,999
42028,42028,Bulldozer,,,,Technic,349,499
60032,60032,Arctic Snowmobile,,,,City Arctic,49.95,59
21005,21005,Fallingwater®,,,,LEGO Architecture,799,1099
79115,79115,Turtle Van Takedown,,,,Ninja Turtles TM,449,599
76019,76019,Starblaster Showdown,,,,Super Heroes,229.95,299
76018,76018,Hulk Lab Smash,,,,Super Heroes,549,699
76013,76013,Batman™: The Joker Steam Roller,,,,Super Heroes,549,699
76012,76012,Batman™: The Riddler Chase,,,,Super Heroes,299.95,399
76011,76011,Batman™: Man-Bat Attack,,,,Super Heroes,229.95,299
76010,76010,Batman™: The Penguin Face Off,,,,Super Heroes,129.95,149
76017,76017,Captain America vs. Hydra,,,,Super Heroes,229.95,299
76015,76015,Doc Ock  Truck Heist,,,,Super Heroes,229.95,299
76014,76014,Spider-Trike vs. Electro,,,,Super Heroes,129.95,149
10575,10575,LEGO® DUPLO® Creative Building Cube,,,,DUPLO My First,229.95,299
70211,70211,CHI Fluminox,,,,LOC Constraction,179.95,249
41034,41034,Summer Caravan,,,,LEGO Friends,229.95,299
70134,70134,Lavertus’ Outland Base,,,,Chima,549,699
70135,70135,Cragger’s Fire Striker,,,,Chima,349,449
70133,70133,Spinlyn’s Cavern,,,,Chima,349,449
70812,70812,Creative Ambush,,,,LEGO Movie,349,449
60049,60049,Helicopter Transporter,,,,City Police,349,499
60048,60048,Police Dog Unit,,,,City Police,249.95,349
10528,10528,School Bus,,,,DUPLO Town,179.95,249
10243,10243,Parisian Restaurant,,,,Creator Expert,1299,1699
75046,75046,Coruscant™ Police Gunship,,,,Star Wars TM,549,699
41507,41507,ZAPTOR,,,,Mixels,29.95,39
41506,41506,TESLO,,,,Mixels,29.95,39
21003,21003,Seattle Space Needle,,,,LEGO Architecture,199.95,249
41057,41057,Heartlake Horse Show,,,,LEGO Friends,349,449
21006,21006,The White House,,,,LEGO Architecture,499,649
10214,10214,Tower Bridge,,,,Creator Expert,2099,2999
41504,41504,SEISMO,,,,Mixels,29.95,39
10218,10218,Pet Shop,,,,Creator Expert,1399,1849
10565,10565,LEGO® DUPLO® Creative Suitcase,,,,DUPLO My First,349,449
41040,41040,LEGO® Friends Advent Calendar,,,,LEGO Friends,179.95,249
10188,10188,Death Star™,,,,Star Wars TM,3499,4299
41059,41059,Jungle Tree Sanctuary,,,,LEGO Friends,269.95,349
10669,10669,Turtle Lair,,,,Juniors,179.95,249
10526,10526,Peter Pan's Visit,,,,DUPLO Jake,249.95,349
41509,41509,SLUMBO,,,,Mixels,29.95,39
41508,41508,VOLECTRO,,,,Mixels,29.95,39
70210,70210,CHI Vardy,,,,LOC Constraction,129.95,179
8293,8293,Power Functions Motor Set,,,,Technic,299.95,399
70206,70206,CHI Laval,,,,LOC Constraction,129.95,179
70207,70207,CHI Cragger,,,,LOC Constraction,129.95,179
70208,70208,CHI Panthar,,,,LOC Constraction,129.95,179
70209,70209,CHI Mungus,,,,LOC Constraction,129.95,179
7895,7895,Switch Tracks,,,,City Trains,179.95,249
60036,60036,Arctic Base Camp,,,,City Arctic,799,999
10232,10232,Palace Cinema,,,,Creator Expert,1099,1299
60034,60034,Arctic Helicrane,,,,City Arctic,249.95,349
60035,60035,Arctic Outpost,,,,City Arctic,349,499
10244,10244,Fairground Mixer,,,,Creator Expert,1199,1499
10236,10236,Ewok™ Village,,,,Star Wars TM,2099,2799
10234,10234,Sydney Opera House™,,,,Creator Expert,2499,3199
41521,41521,FOOTI,,,,Mixels,29.95,39
41520,41520,TORTS,,,,Mixels,29.95,39
41523,41523,HOOGI,,,,Mixels,29.95,39
41522,41522,SCORPI,,,,Mixels,29.95,39
10569,10569,Treasure Attack,,,,DUPLO Town,249.95,349
41524,41524,MESMO,,,,Mixels,29.95,39
41526,41526,WIZWUZ,,,,Mixels,29.95,39
79122,79122,Shredder’s Lair Rescue,,,,Ninja Turtles TM,549,699
75049,75049,Snowspeeder™,,,,Star Wars TM,349,449
79120,79120,T-Rawket Sky Strike,,,,Ninja Turtles TM,299.95,399
79121,79121,Turtle Sub Undersea Chase,,,,Ninja Turtles TM,649,799
2304,2304,LEGO® DUPLO® Large Green Building Plate,,,,DUPLO My First,129.95,149
70814,70814,Emmet’s Construct-o-Mech,,,,LEGO Movie,549,699
10568,10568,Knight Tournament,,,,DUPLO Town,99.95,99
60063,60063,LEGO® City Advent Calendar,,,,City Town,179.95,249
4962,4962,Baby Zoo,,,,DUPLO Town,99.95,129
21113,21113,The Cave,,,,Minecraft,199.95,249
21110,21110,Research Institute,,,,LEGO Ideas,179.95,249
21116,21116,Crafting Box,,,,Minecraft,499,699
21117,21117,The Ender Dragon,,,,Minecraft,599,799
21115,21115,The First Night,,,,Minecraft,349,449
21118,21118,The Mine,,,,Minecraft,899,1099
42030,42030,Remote-Controlled VOLVO L350F Wheel Load,,,,Technic,1999,2399
44025,44025,BULK Drill Machine,,,,Hero Factory,129.95,179
60062,60062,Arctic Icebreaker,,,,City Arctic,899,1099
21050,21050,Studio,,,,LEGO Architecture,1499,1999
75044,75044,Droid Tri-Fighter™,,,,Star Wars TM,349,449
10241,10241,Maersk Line Triple-E,,,,Creator Expert,1199,1499
70150,70150,Flaming Claws,,,,Chima,129.95,149
41503,41503,KRADER,,,,Mixels,29.95,39
79118,79118,Karai Bike Escape,,,,Ninja Turtles TM,129.95,179
70810,70810,MetalBeard's Sea Cow,,,,LEGO Movie,2199,2799
70813,70813,Rescue Reinforcements,,,,LEGO Movie,649,799
70815,70815,Super Secret Police Dropship,,,,LEGO Movie,749,899
70816,70816,"Benny's Spaceship, Spaceship, SPACESHIP!",,,,LEGO Movie,899,1099
7499,7499,Flexible Tracks,,,,City Trains,149.95,199
41058,41058,Heartlake Shopping Mall,,,,LEGO Friends,899,1199
70151,70151,Frozen Spikes,,,,Chima,129.95,149
70155,70155,Inferno Pit,,,,Chima,129.95,149
70156,70156,Fire vs. Ice,,,,Chima,179.95,249
10538,10538,Fire and Rescue Team,,,,DUPLO Planes TM,249.95,349
41501,41501,VULK,,,,Mixels,29.95,39
79116,79116,Big Rig Snow Getaway,,,,Ninja Turtles TM,749,899
70728,70728,Battle for Ninjago City,,,,Ninjago,999,1299
79119,79119,Mutation Chamber Unleashed,,,,Ninja Turtles TM,229.95,299
70727,70727,X-1 Ninja Charger,,,,Ninjago,349,449
70726,70726,Destructoid,,,,Ninjago,249.95,349
41500,41500,FLAIN,,,,Mixels,29.95,39
79016,79016,Attack on Lake-town,,,,LofTR and Hobbit,349,449
79117,79117,Turtle Lair Invasion,,,,Ninja Turtles TM,899,1099
70811,70811,The Flying Flusher,,,,LEGO Movie,249.95,349
60033,60033,Arctic Ice Crawler,,,,City Arctic,129.95,149
630,630,Brick Separator,,,,Bricks & More LEGO,19.95,25
44029,44029,"QUEEN Beast vs. FURNO, EVO & STORMER",,,,Hero Factory,349,449
44028,44028,SURGE & ROCKA Combat Machine,,,,Hero Factory,269.95,349
41511,41511,FLURR,,,,Mixels,29.95,39
44027,44027,BREEZ Flea Machine,,,,Hero Factory,129.95,179
44026,44026,CRYSTAL Beast vs. BULK,,,,Hero Factory,129.95,179
41513,41513,GOBBA,,,,Mixels,29.95,39
41514,41514,JAWG,,,,Mixels,29.95,39
10577,10577,Big Royal Castle,,,,DUPLO Town,549,699
76020,76020,Knowhere Escape Mission,,,,Super Heroes,449,599
41516,41516,TENTRO,,,,Mixels,29.95,39
41525,41525,MAGNIFO,,,,Mixels,29.95,39
31023,31023,Yellow Racers,,,,LEGO Creator,229.95,299
76021,76021,The Milano Spaceship Rescue,,,,Super Heroes,749,899
21019,21019,The Eiffel Tower,,,,LEGO Architecture,299.95,399
21018,21018,United Nations Headquarters,,,,LEGO Architecture,449,599
76022,76022,X-Men vs. The Sentinel,,,,Super Heroes,449,599
21015,21015,The Leaning Tower of Pisa,,,,LEGO Architecture,299.95,399
21014,21014,Villa Savoye,,,,LEGO Architecture,649,799
21013,21013,Big Ben,,,,LEGO Architecture,249.95,349
21011,21011,Brandenburg Gate,,,,LEGO Architecture,299.95,399
76023,76023,The Tumbler,,,,Super Heroes,1699,2199
41048,41048,Lion Cub’s Savanna,,,,LEGO Friends,29.95,39
31024,31024,Roaring Power,,,,LEGO Creator,249.95,349
75048,75048,The Phantom,,,,Star Wars TM,249.95,349
10676,10676,Knights' Castle,,,,Juniors,399,499
79017,79017,The Battle of Five Armies™,,,,LofTR and Hobbit,599,799
79015,79015,Witch-king Battle,,,,LofTR and Hobbit,149.95,199
2000416,2000416,LEGO Duck,,,,Cross Curricular,10.05,"12,66"
79018,79018,The Lonely Mountain,,,,LofTR and Hobbit,1199,1499
60064,60064,Arctic Supply Plane,,,,City Arctic,449,549
70778,70778,Protector of Jungle,,,Bionicle,Bionicle,,99
70779,70779,Protector of Stone,,,Bionicle,Bionicle,,99
70780,70780,Protector of Water,,,Bionicle,Bionicle,,99
70781,70781,Protector of Earth,,,Bionicle,Bionicle,,99
70782,70782,Protector of Ice,,,Bionicle,Bionicle,,99
70783,70783,Protector of Fire,,,Bionicle,Bionicle,,99
70784,70784,Lewa - Master of Jungle,,,Bionicle,Bionicle,,179
70785,70785,Pohatu - Master of Stone,,,Bionicle,Bionicle,,179
70786,70786,Gali - Master of Water,,,Bionicle,Bionicle,,179
70787,70787,Tahu - Master of Fire,,,Bionicle,Bionicle,,249
70788,70788,Kopaka - Master of Ice,,,Bionicle,Bionicle,,249
70789,70789,Onua - Master of Earth,,,Bionicle,Bionicle,,249
70790,70790,Lord of Skull Spiders,,,Bionicle,Bionicle,,179
70791,70791,Skull Warrior,,,Bionicle,Bionicle,,179
70792,70792,Skull Slicer,,,Bionicle,Bionicle,,179
70793,70793,Skull Basher,,,Bionicle,Bionicle,,179
70794,70794,Skull Scorpio,,,Bionicle,Bionicle,,179
70795,70795,Mask Maker vs. Skull Grinder,,,Bionicle,Bionicle,,349
75107,75107,Jango Fett?,,,Constraction Star Wars,Constraction Star Wars,,249
75108,75108,Clone Commander Cody?,,,Constraction Star Wars,Constraction Star Wars,,249
75109,75109,Obi-Wan Kenobi?,,,Constraction Star Wars,Constraction Star Wars,,299
75110,75110,Luke Skywalker?,,,Constraction Star Wars,Constraction Star Wars,,249
75111,75111,Darth Vader?,,,Constraction Star Wars,Constraction Star Wars,,349
75112,75112,General Grievous?,,,Constraction Star Wars,Constraction Star Wars,,399
10677,10677,Beach Trip,,,Juniors,Juniors,,99
10679,10679,Pirate Treasure Hunt,,,Juniors,Juniors,,99
10680,10680,Garbage Truck,,,Juniors,Juniors,,249
10683,10683,Road Work Truck,,,Juniors,Juniors,,249
10684,10684,Supermarket Suitcase,,,Juniors,Juniors,,299
10685,10685,Fire Suitcase,,,Juniors,Juniors,,299
10686,10686,Family House,,,Juniors,Juniors,,349
10687,10687,Spider-Man? Hideout,,,Juniors,Juniors,,349
10692,10692,LEGO® Creative Bricks,,,LEGO Classic,LEGO Classic,,169
10693,10693,LEGO® Creative Supplement,,,LEGO Classic,LEGO Classic,,249
10694,10694,LEGO® Creative Supplement Bright,,,LEGO Classic,LEGO Classic,,249
10695,10695,LEGO® Creative Building Box,,,LEGO Classic,LEGO Classic,,299
10696,10696,LEGO® Medium Creative Brick Box,,,LEGO Classic,LEGO Classic,,349
10697,10697,LEGO® Large Creative Box,,,LEGO Classic,LEGO Classic,,699
10698,10698,LEGO® Large Creative Brick Box,,,LEGO Classic,LEGO Classic,,499
10699,10699,Sand Baseplate,,,LEGO Classic,LEGO Classic,,79
10700,10700,Green Baseplate,,,LEGO Classic,LEGO Classic,,79
10701,10701,Gray Baseplate,,,LEGO Classic,LEGO Classic,,149
41060,41060,Sleeping Beauty's Royal Bedroom,,,Disney Princess,Disney Princess,,149
41061,41061,Jasmine's Exotic Palace,,,Disney Princess,Disney Princess,,299
41062,41062,Elsa's Sparkling Ice Castle,,,Disney Princess,Disney Princess,,449
41063,41063,Ariel's Undersea Palace,,,Disney Princess,Disney Princess,,649
41071,41071,Aira's Creative Workshop,,,Elves,Elves,,99
41072,41072,Naida's Spa Secret,,,Elves,Elves,,249
41073,41073,Naida's Epic Adventure Ship,,,Elves,Elves,,349
41074,41074,Azari and the Magical Bakery,,,Elves,Elves,,349
41075,41075,The Elves' Treetop Hideaway,,,Elves,Elves,,549
41076,41076,Farran and the Crystal Hollow,,,Elves,Elves,,179
41077,41077,Aira's Pegasus Sleigh,,,Elves,Elves,,449
41078,41078,Skyra's Mysterious Sky Castle,,,Elves,Elves,,999
41085,41085,Vet Clinic,,,LEGO Friends,LEGO Friends,,249
41086,41086,Vet Ambulance,,,LEGO Friends,LEGO Friends,,99
41087,41087,Bunny & Babies,,,LEGO Friends,LEGO Friends,,59
41088,41088,Puppy Training,,,LEGO Friends,LEGO Friends,,59
41089,41089,Little Foal,,,LEGO Friends,LEGO Friends,,59
41090,41090,Olivia's Garden Pool,,,LEGO Friends,LEGO Friends,,99
41091,41091,Mia's Roadster,,,LEGO Friends,LEGO Friends,,179
41092,41092,Stephanie's Pizzeria,,,LEGO Friends,LEGO Friends,,99
41093,41093,Heartlake Hair Salon,,,LEGO Friends,LEGO Friends,,349
41094,41094,Heartlake Lighthouse,,,LEGO Friends,LEGO Friends,,449
41095,41095,Emma's House,,,LEGO Friends,LEGO Friends,,799
41097,41097,Heartlake Hot Air Balloon,,,LEGO Friends,LEGO Friends,,349
41098,41098,Emma's Tourist Kiosk,,,LEGO Friends,LEGO Friends,,99
41099,41099,Heartlake Skate Park,,,LEGO Friends,LEGO Friends,,199
41100,41100,Heartlake Private Jet,,,LEGO Friends,LEGO Friends,,299
41101,41101,Heartlake Grand Hotel,,,LEGO Friends,LEGO Friends,,1399
41102,41102,LEGO® Friends Advent Calendar,,,LEGO Friends,LEGO Friends,,249
41103,41103,Pop Star Recording Studio,,,LEGO Friends,LEGO Friends,,179
41104,41104,Pop Star Dressing Room,,,LEGO Friends,LEGO Friends,,349
41105,41105,Pop Star Show Stage,,,LEGO Friends,LEGO Friends,,499
41106,41106,Pop Star Tour Bus,,,LEGO Friends,LEGO Friends,,649
41107,41107,Pop Star Limo,,,LEGO Friends,LEGO Friends,,299
41108,41108,Heartlake Food Market,,,LEGO Friends,LEGO Friends,,449
41109,41109,Heartlake Airport,,,LEGO Friends,LEGO Friends,,999
66526,66526,Friends Value Pack,,,LEGO Friends,LEGO Friends,,899
9071,9071,Building Plates,,,LE Preschool,LE Preschool,,313.5
9286,9286,Large Building Plates Set,,,LE Preschool,LE Preschool,,292.5
9348,9348,Community Minifigure Set,,,LE Preschool,LE Preschool,,480.99
9349,9349,Fairytale and Historic Minifigure Set,,,LE Preschool,LE Preschool,,480.99
9386,9386,"Doors, Windows & Roof Tiles",,,LE Preschool,LE Preschool,,407.99
9387,9387,Wheels Set,,,LE Preschool,LE Preschool,,384.99
45500,45500,EV3 Intelligent Brick,,,MINDSTORMS Education,MINDSTORMS Education,,2199
45501,45501,EV3 Rechargeable DC Battery,,,MINDSTORMS Education,MINDSTORMS Education,,1199
45502,45502,EV3 Large Servo Motor,,,MINDSTORMS Education,MINDSTORMS Education,,349
45503,45503,EV3 Medium Servo Motor,,,MINDSTORMS Education,MINDSTORMS Education,,299
45504,45504,EV3 Ultrasonic Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,399
45505,45505,EV3 Gyro Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,399
45506,45506,EV3 Color Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,449
45507,45507,EV3 Touch Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,249
45508,45508,EV3 Infrared Beacon,,,MINDSTORMS Education,MINDSTORMS Education,,449
45509,45509,EV3 Infrared Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,399
45514,45514,EV3 Cable Pack,,,MINDSTORMS Education,MINDSTORMS Education,,199
45517,45517,Transformer 10V DC,,,MINDSTORMS Education,MINDSTORMS Education,,299
9693,9693,Rechargeable Battery DC,,,MINDSTORMS Education,MINDSTORMS Education,,577.5
9694,9694,Colour Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,0
9841,9841,Intelligent NXT Brick,,,MINDSTORMS Education,MINDSTORMS Education,,1621.5
9842,9842,Interactive Servo Motor,,,MINDSTORMS Education,MINDSTORMS Education,,246.5
9843,9843,Touch Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,175.99
9844,9844,Light Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,175.99
9845,9845,Sound Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,261.5
9846,9846,Ultrasonic Sensor,,,MINDSTORMS Education,MINDSTORMS Education,,332.5
60090,60090,Deep Sea Scuba Scooter,,,City Deep Sea Explorers,City Deep Sea Explorers,,59
60091,60091,Deep Sea Starter Set,,,City Deep Sea Explorers,City Deep Sea Explorers,,99
60092,60092,Deep Sea Submarine,,,City Deep Sea Explorers,City Deep Sea Explorers,,349
60093,60093,Deep Sea Helicopter,,,City Deep Sea Explorers,City Deep Sea Explorers,,549
60095,60095,Deep Sea Exploration Vessel,,,City Deep Sea Explorers,City Deep Sea Explorers,,1099
60096,60096,Deep Sea Operation Base,,,City Deep Sea Explorers,City Deep Sea Explorers,,899
66522,66522,City Deep Sea Explorers Value Pack,,,City Deep Sea Explorers,City Deep Sea Explorers,,999
60072,60072,Demolition Starter Set,,,City Demolition,City Demolition,,99
60073,60073,Service Truck,,,City Demolition,City Demolition,,249
60074,60074,Bulldozer,,,City Demolition,City Demolition,,349
60075,60075,Excavator and Truck,,,City Demolition,City Demolition,,449
60076,60076,Demolition Site,,,City Demolition,City Demolition,,799
66521,66521,City Value Pack,,,City Demolition,City Demolition,,1099
60088,60088,Fire Starter Set,,,City Fire,City Fire,,99
60081,60081,Pickup Tow Truck,,,City Great Vehicles,City Great Vehicles,,199
60082,60082,Dune Buggy Trailer,,,City Great Vehicles,City Great Vehicles,,199
60083,60083,Snowplow Truck,,,City Great Vehicles,City Great Vehicles,,199
60084,60084,Racing Bike Transporter,,,City Great Vehicles,City Great Vehicles,,199
60085,60085,4x4 with Powerboat,,,City Great Vehicles,City Great Vehicles,,349
66523,66523,City Vehicle Value Pack,,,City Great Vehicles,City Great Vehicles,,449
60065,60065,ATV Patrol,,,City Police,City Police,,59
60066,60066,Swamp Police Starter Set,,,City Police,City Police,,99
60067,60067,Helicopter Pursuit,,,City Police,City Police,,349
60068,60068,Crooks' Hideout,,,City Police,City Police,,549
60069,60069,Swamp Police Station,,,City Police,City Police,,799
60070,60070,Water Plane Chase,,,City Police,City Police,,349
60071,60071,Hovercraft Arrest,,,City Police,City Police,,449
60077,60077,Space Starter Set,,,City Space Port,City Space Port,,99
60078,60078,Utility Shuttle,,,City Space Port,City Space Port,,249
60079,60079,Training Jet Transporter,,,City Space Port,City Space Port,,549
60080,60080,Spaceport,,,City Space Port,City Space Port,,999
7280,7280,Straight & Crossroad,,,City Supplementary,City Supplementary,,129
7281,7281,T-junction & Curve,,,City Supplementary,City Supplementary,,129
60086,60086,LEGO® City Starter Set,,,City Town,City Town,,249
60097,60097,City Square,,,City Town,City Town,,1799
60099,60099,LEGO® City Advent Calendar,,,City Town,City Town,,249
60098,60098,Heavy-Haul Train,,,City Trains,City Trains,,1899
10246,10246,Detective's Office,,,Creator Expert,Creator Expert,,1699
10247,10247,Ferris Wheel,,,Creator Expert,Creator Expert,,1999
10248,10248,Ferrari F40,,,Creator Expert,Creator Expert,,999
10249,10249,Winter Toy Shop,,,Creator Expert,Creator Expert,,799
31027,31027,Blue Racer,,,LEGO Creator,LEGO Creator,,49
31028,31028,Sea Plane,,,LEGO Creator,LEGO Creator,,49
31029,31029,Cargo Heli,,,LEGO Creator,LEGO Creator,,129
31030,31030,Red Go-Kart,,,LEGO Creator,LEGO Creator,,129
31031,31031,Rainforest Animals,,,LEGO Creator,LEGO Creator,,169
31032,31032,Red Creatures,,,LEGO Creator,LEGO Creator,,169
31033,31033,Vehicle Transporter,,,LEGO Creator,LEGO Creator,,249
31034,31034,Future flyers,,,LEGO Creator,LEGO Creator,,249
31035,31035,Beach Hut,,,LEGO Creator,LEGO Creator,,299
31036,31036,Toy & Grocery Shop,,,LEGO Creator,LEGO Creator,,399
31037,31037,Adventure Vehicles,,,LEGO Creator,LEGO Creator,,249
31038,31038,Changing Seasons,,,LEGO Creator,LEGO Creator,,599
31039,31039,Blue Power Jet,,,LEGO Creator,LEGO Creator,,599
41527,41527,Rokit,,,Mixels,Mixels,,39
41528,41528,Niksput,,,Mixels,Mixels,,39
41529,41529,Nurp-Naut,,,Mixels,Mixels,,39
41530,41530,Meltus,,,Mixels,Mixels,,39
41531,41531,Flamzer,,,Mixels,Mixels,,39
41532,41532,Burnard,,,Mixels,Mixels,,39
41533,41533,Globert,,,Mixels,Mixels,,39
41534,41534,Vampos,,,Mixels,Mixels,,39
41535,41535,Boogly,,,Mixels,Mixels,,39
41536,41536,Gox,,,Mixels,Mixels,,39
41537,41537,Jinky,,,Mixels,Mixels,,39
41538,41538,Kamzo,,,Mixels,Mixels,,39
41539,41539,Krog,,,Mixels,Mixels,,39
41540,41540,Chilbo,,,Mixels,Mixels,,39
41541,41541,Snoof,,,Mixels,Mixels,,39
41542,41542,Spugg,,,Mixels,Mixels,,39
41543,41543,Turg,,,Mixels,Mixels,,39
41544,41544,Tungster,,,Mixels,Mixels,,39
41545,41545,Kramm,,,Mixels,Mixels,,39
41546,41546,Forx,,,Mixels,Mixels,,39
41547,41547,Wuzzo,,,Mixels,Mixels,,39
41548,41548,Dribbal,,,Mixels,Mixels,,39
41549,41549,Gurggle,,,Mixels,Mixels,,39
41550,41550,Slusho,,,Mixels,Mixels,,39
41551,41551,Snax,,,Mixels,Mixels,,39
41552,41552,Berp,,,Mixels,Mixels,,39
41553,41553,Vaka-Waka,,,Mixels,Mixels,,39
88000,88000,Power Functions AAA Battery Box,,,LEGO Functions,LEGO Functions,,149
88002,88002,Power Functions Train Motor,,,LEGO Functions,LEGO Functions,,149
88003,88003,Power Functions L-Motor,,,LEGO Functions,LEGO Functions,,169
88004,88004,Power Functions Servo Motor,,,LEGO Functions,LEGO Functions,,299
8867,8867,Flexible Train Track,,,LEGO Functions,LEGO Functions,,349
8869,8869,Power Functions Control Switch,,,LEGO Functions,LEGO Functions,,79
8870,8870,Power Functions Light,,,LEGO Functions,LEGO Functions,,99
8871,8871,"Power Functions Extension Wire 20""",,,LEGO Functions,LEGO Functions,,59
8878,8878,Power Functions Rechargeable Battery box,,,LEGO Functions,LEGO Functions,,699
8879,8879,Power Functions IR Speed Remote Control,,,LEGO Functions,LEGO Functions,,179
8881,8881,Power Functions Battery Box,,,LEGO Functions,LEGO Functions,,99
8882,8882,Power Functions XL-Motor,,,LEGO Functions,LEGO Functions,,129
8883,8883,Power Functions M-Motor,,,LEGO Functions,LEGO Functions,,99
8884,8884,Power Functions IR RX,,,LEGO Functions,LEGO Functions,,199
8885,8885,Power Functions IR TX,,,LEGO Functions,LEGO Functions,,129
8886,8886,"Power Functions Extension Wire 8""",,,LEGO Functions,LEGO Functions,,59
2000409,2000409,LEGO® SERIOUS PLAY® Window Exploration B,,,LEGO Serious Play,LEGO Serious Play,,3499.5
2000414,2000414,LEGO® SERIOUS PLAY® Starter Kit,,,LEGO Serious Play,LEGO Serious Play,,259.5
2000430,2000430,LEGO® SERIOUS PLAY® Identity and Landsca,,,LEGO Serious Play,LEGO Serious Play,,5699.5
2000431,2000431,LEGO® SERIOUS PLAY® Connections Kit,,,LEGO Serious Play,LEGO Serious Play,,5459.5
70166,70166,Spyclops Infiltration,,,Agents,Agents,,129
70167,70167,Invizable Gold Getaway,,,Agents,Agents,,249
70168,70168,Drillex Diamond Job,,,Agents,Agents,,399
70169,70169,Agent Stealth Patrol,,,Agents,Agents,,549
