area,country,price,rooms,name,chain
"
Carretera Principal Centro de la Fortuna Diagonal al templo catolico Esq. SE , 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Hotel Central Loft",Independent
"
Calle 33 entre Avenida 1 y 3 , Barrio Escalante, 10105 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Boutique Luz de Luna",Independent
"
Playa Carrillo, 10000 Carrillo, Costa Rica",Costa Rica,,"Hotel Rooms: 63","Nammbú Beach Front Bungalows",Independent
"
50 meters Este de la Iglesia de Puerto Carrillo, Hojancha, Guanacaste, 10500 Carrillo, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Cabinas El Colibri",Independent
"
Montezuma, 00011 Montezuma, Costa Rica",Costa Rica,,"Hotel Rooms: 11","El Sano Banano Village Hotel",Independent
"
Palm Beach Estates, 60011 Playa Grande, Costa Rica",Costa Rica,,"Hotel Rooms: 11","Hotel El Manglar",Independent
"
La Palma, La Fortuna, 50906 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Miradas Arenal",Independent
"
Quepos Centro 25 metros oeste del Banco Nacional de Costa Rica, 60601 Quepos, Costa Rica",Costa Rica,,"Hotel Rooms: 4","Hotel La Sirena",Independent
"
200 metros Oeste de la Embajada de los Estados Unidos, 10109 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 40","Isla Verde Hotel",Independent
"
El Roble de Alajuela, 4 km Oeste del Aeropuerto Internacional Juan Santamaria, 20101 Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Hotel Brillasol Airport",Independent
"
Calle Cobano - Montezuma, n/a Montezuma, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Casitas Sollevante",Independent
"
200 m sur escuela, 50308 Brasilito, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Conchal Hotel",Independent
"
200 meters Oeste from the entrance of Hotel la Mariposa, 00111 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Mango Moon Hotel",Independent
"
Frente Colegio Agropecuario Pococcí, 63732 Guápiles, Costa Rica",Costa Rica,,"Hotel Rooms: 98","Hotel Suerre",Independent
"
Zona Americana Downtown, 60701 Golfito, Costa Rica",Costa Rica,,"Hotel Rooms: 24","Hotel Casa Roland Golfito Resort",Independent
"
Playa Cocles, 1.5 Km. South Puerto Viejo, 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 23","Cariblue Beach and Jungle Resort",Independent
"
Playa Grande, 73000 Cahuita, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Hotel Caribbean Coconut",Independent
"
del Pali de Santa Ana 100 norte y 150 Oeste, 00011 Santa Ana, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Posada Nena",Independent
"
Calle 219, A, 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Boutique Indalo",Independent
"
150 Este de Pacific Park, frente a Hotel Pasatiempo, 50309 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Hotel Nahua",Independent
"
7 Km Oeste de la Iglesia de la Fortuna, 10503 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 118","Arenal Paraiso Resort & Spa",Independent
"
Manuel Antonio, 00000 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 28","Waterfront Hotel Verde Mar",Independent
"
Calle 13, casa 949 (entre Av. 9 y Av.11), 10101 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 13","Sportsmens Lodge",Independent
"
Manuel Antonio centro, Final de la carretera, frente a la Rotonda, 00011 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 26","Hotel Manuel Antonio",Independent
"
25 m east of the Thermal Pools Orosi, 07050 Orosí, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Orosi Lodge",Independent
"
Av 25 , entre calle 100 y 102, 60111 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 23","Casa Lima B&B",Independent
"
Cabo Matapalo, 60702 Cabo Matapalo, Costa Rica",Costa Rica,,"Hotel Rooms: 2","Encanta La Vida",Independent
"
Carretera al Parque Nacional Manuel Antonio, 200Mts antes de la  Playa Espadilla, mano izquierda, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Jungle Beach Hotel Manuel Antonio",Independent
"
Km 4 Carretera, 6350  Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Villas El Parque",Independent
"
400 metros este de la ferreteria, 00111 Ojochal, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Lookout Playa Tortuga Ojochal",Independent
"
1km Sur de la Iglesia Católica de La Fortuna, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Arenal Country Inn",Independent
"
200 metros oeste del Restaurante Burger King, 134-5000 Liberia, Costa Rica",Costa Rica,,"Hotel Rooms: 52,,","Best Western El Sitio Hotel & Casino","Hotel Chain:
Best Western"
"Super Mercado Mas por Menos, 350 mts. Este, 25 mts. Sur y 250 mts. Este., 10901 Santa Ana, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Villa Los Candiles",Independent
"
1.5km del Cruce de Atirro, 00011 Turrialba, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Casa Turire",Independent
"
100 metros oeste Hotel Wyndham Herradura, Asuncion, 326-4050 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 11","Terrazas de Golf Boutique Hotel",Independent
"
300 Metros entrada Tamarindo derecha, 50205 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 13","Hotel Laguna del Cocodrilo",Independent
"
In front of the entrance to the Montezuma waterfall, 60111 Montezuma, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Hotel Amor de Mar",Independent
"
Playa Santa Teresa frente a Supermercado Fresco, 60111 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Tropico Latino",Independent
"
San Jose, Barrio Amon, 9th street and 9th avenue, 00011 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 30","Hotel Don Carlos",Independent
"
Cocles, Entrada Ole Caribe 30 metros a lado, 70401 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Los Continentes",Independent
"
Primera entrada, 500 metros al oeste, 50101 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 43","Villa del Sueño",Independent
"
2 km sur del Cruze de Liberia en la Panamericana, 00000 Liberia, Costa Rica",Costa Rica,,"Hotel Rooms: 45","Hotel Las Espuelas, Bar & Restaurant",Independent
"
Avenida Primera, Calle 9, P.O. Box 12701- San José, Costa Rica",Costa Rica,,"Hotel Rooms: 104","Hotel Del Rey",Independent
"
75 metros de la oficina de Alamo rental cars, 55000 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Hotel FAS in Arenal Volcano",Independent
"
Playa Hermosa GTE, 60111 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 22","Hotel el Velero",Independent
"
Avenida 11 y Calle 5, Barrio Amon, San Jose, Costa Rica, 10101 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Dunn Inn",Independent
"
Playa Dominical frente al ICE, 00979 Dominical, Costa Rica",Costa Rica,,"Hotel Rooms: 36","Diuwak",Independent
"
100 mts sur de la gasolinera Fortuna, 50402 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 44","Hotel La Fortuna",Independent
"
From Centro Empresarial Forum 2,  150 meters sur y 50 meters oeste, 10903 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 100,,","Holiday Inn Express San Jose Forum Costa Rica","Hotel Chain:
Holiday Inn Express"
"Frente a Escuela Cosi o a un costado Escuela Bilingua Manuel Antonio, 99999 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Villas Lirio",Independent
"
Avenue 3 Between Streets 1 And 3, 730035 Puerto Limón, Costa Rica",Costa Rica,,"Hotel Rooms: 32","Park Hotel",Independent
"
13km entre Tilaran y Nuevo Arenal, 29-5710 Naranjos Agrios, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Mystica",Independent
"
Calle Perezoso , 60102 Ojochal, Costa Rica",Costa Rica,,"Hotel Rooms: 5","Alma de Ojochal",Independent
"
Quepos, Frente al mar, 60601 Quepos, Costa Rica",Costa Rica,,"Hotel Rooms: 44,,","Best Western Kamuk Hotel & Casino","Hotel Chain:
Best Western"
"San Pedro,Los Yoses,300N de Grupo Q, 00000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 29","Boutique Hotel Jade",Independent
"
Puntarenas, 60702 Carate, Costa Rica",Costa Rica,,"Hotel Rooms: 8","LagunaVista Villas",Independent
"
Rincon de la Vieja, Colonia Dos Ríos, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Blue River Resort & Hot Springs",Independent
"
Ruta 21, Frente al Aeropuerto Inter, 00011 El Real, Costa Rica",Costa Rica,,"Hotel Rooms: 169,,","Hilton Garden Inn Liberia Airport","Hotel Chain:
Hilton Garden Inn"
"5.5 km oeste de la entrada del aeropuerto., 00011 Guardia, Costa Rica",Costa Rica,,"Hotel Rooms: 31","Hotel Rincon del LLano",Independent
"
Costado Oeste Escuela Santo Tomas, 113100 Santo Domingo, Costa Rica",Costa Rica,,"Hotel Rooms: 81","Hotel Bougainvillea",Independent
"
300 m South of Cafe de Paris, Guiones Beach, Nosara, Gauacaste., 50206 Nosara, Costa Rica",Costa Rica,,"Hotel Rooms: 8","The Sunset Shack",Independent
"
Centro Comercial Pinares (frente a Walmart), 10101 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 120,","Hyatt Place San Jose Pinares","Hotel Chain:
Hyatt, Hyatt Place
"
"Playa Carrillo 1260, 10901 Carrillo, Costa Rica",Costa Rica,,"Hotel Rooms: 47","Hotel Guanamar",Independent
"
Rincon de la Vieja, 50101   Hacienda Santa María, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Rinconcito Lodge",Independent
"
La Fortuna San Carlos, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 80","Arenal Manoa & Hot Springs",Independent
"
150M Oeste de la Estación de policía , Playa del Coco, 50503 Coco, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Hotel M&M Beach House",Independent
"
100 Meters East Main Beach Entry, 50903 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Boutique Hotel Luamey",Independent
"
150 mtrs de la Escuela  bahia Drake, 00000 Drake, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Cabinas Jademar",Independent
"
Segunda entra, 200 metros oeste, mano derecha, 04010 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Hotel Mangaby",Independent
"
Playa Buena Vista, 55235  Sámara, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Flying Crocodile",Independent
"
Playas de Manuel Antonio,  Km 5, Costa Rica., 00011 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 64","Hotel Costa Verde",Independent
"
In front of Multiplaza Shopping Center , 00001 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 372,","Real InterContinental at Multiplaza Mall","Hotel Chain:
InterContinental Hotels & Resorts
"
"2 kilometros de Puerto Viejo en direccion hacia Cocles, al lado de Tasty Waves, 00011 Cocles, Costa Rica",Costa Rica,,"Hotel Rooms: 4","Mi Casa Hostel y Hotel El Tesoro",Independent
"
Avenida 71, 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Cabinas Yucca",Independent
"
Avenida 3ra, Calles 9 & 11, 99999 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 86,","Sleep Inn Hotel Paseo Las Damas","Hotel Chain:
Sleep Inn
"
"800 metros norte de la cancha de futbol de Santa Teresa, 60111 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Manalá Hotel",Independent
"
150 metros de la Iglesia, Calle Los Cholos, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 13","Hotel El Paraiso Escondido",Independent
"
First entry to Los Yoses, 50 mts. South , 60111 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 25","Hotel Le Bergerac",Independent
"
In front of Santa Teresa Beach, AV 1, 60111 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 4","Villa Cacao",Independent
"
Playa Guiones, 50206 Nosara, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Olas Verdes Hotel",Independent
"
Quepos, Manuel Antonio., 35011 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 28","Hotel California",Independent
"
Puerto Viejo de Limon, 200 mts from the center through Salsa Brava Beach next to Elena Brown Restaurant, 01616 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 19","Talamanca Cabins",Independent
"
200 mts este del banco de Costa Rica, 91320 Cahuita, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel La Casa de las Flores",Independent
"
400 M E de la Costanera Jaco Costa Rica, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Jaco Hotel DoceLunas",Independent
"
800 metros al Sur de Puerto Viejo de Limon, 70101 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Hotel Agapi",Independent
"
Calle Hermosa, Puntarenas Province. About 4 miles south of Jaco, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 22","Las Brisas Resort and Villas",Independent
"
75 mts from  Manuel Antonio National Park Entrance, Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Inn On The Park",Independent
"
300 m Este 350 m Sur de la Cancha de Futbol de Cocles, 60111 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Bugabutik",Independent
"
Carretera de Manzanillo 6 Km., 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Namuwoki",Independent
"
La Fortuna, San Carlos, 200 metros norte del Supermercado Palí, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Hotel Colores del Arenal",Independent
"
Monteverde, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Miramontes",Independent
"
Hotel Aurora, 100 metros norte de la Playa Montezuma , 60111 Montezuma, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Aurora",Independent
"
Calle Sol de Oro, 60111 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Tuanis Aparthotel",Independent
"
Playa Samara, 5235 Sámara, Costa Rica",Costa Rica,,"Hotel Rooms: 24","Hotel Giada",Independent
"
Quepos-Manuel Antonio, Km 2.7, 6350 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Gaia Hotel & Reserve- Adults Only",Independent
"
300 metros al oeste del Cementerio de La Fortuna, San Carlos, 50432 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Hotel Las Flores Fortuna",Independent
"
Avenida Central entre Calles 1 y 3, Antiguo Hotel Gran Via., 00011 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 29","Nuevo Maragato Hotel & Hostel",Independent
"
Calle las olas, contiguo a la guardia rural, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 45","Hotel Balcon del Mar",Independent
"
1.5 km oeste del parque de la fortuna sobre carretera al volcan Arenal, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Hotel Vagabondo",Independent
"
Avenida 67, Calle 217. Puerto Viejo de Limon Centro., 70102 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Sea Tower Hotel",Independent
"
Playa Caletas , Herradura, 21220 Herradura, Costa Rica",Costa Rica,,"Hotel Rooms: 45","Hotel Villa Caletas",Independent
"
Paquera Puntarenas Costa Rica, 00111 Paquera, Costa Rica",Costa Rica,,"Hotel Rooms: 18","Eco Boutique Hotel Vista Las Islas Reserva Natural",Independent
"
Centro de Jaco, de KFC 100 metros al Sur, 50 al Este, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 29","Hotel Mar de Luz",Independent
"
Calle Real , 50309 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Luna Llena",Independent
"
1 km north of the Playa Carmen cross roads , in front of the superfresco, 60111 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Hotel Atrapasueños",Independent
"
Playa Tamarindo, 100 sur del hotel Diria, 50309 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Mar Rey",Independent
"
Avenida 11, Calle 3 Bis - Barrio Amon, San José, Costa Rica",Costa Rica,,"Hotel Rooms: 87","Taormina Hotel and Casino",Independent
"
1 km oeste de centro comercial Paco, San Rafael, Escazu, 60111 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 5","Out of Bounds Boutique Hotel",Independent
"
Costado sur del templo catolico de la Fortuna , 44170 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Arenal Hostel Resort",Independent
"
4 Kms al Sur de San Bernardo de Bagaces, 50402 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Rio Perdido",Independent
"
400m norte, cruce Mal País 25mts este  , 60111 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Hostel La Posada",Independent
"
Calle Principal Conjunto Restaurante Pangas frente al complejo el Tesoro, 60503 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 5","Hotel Casa Blanca",Independent
"
3 km del centro de Santa Elena al sur , frente a la finca Modelo , 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Hotel Bosque Verde Lodge",Independent
"
Playa Chiquita - Mista French Road, 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 6","La Kukula Lodge",Independent
"
Calle 11, Avenidas 2 y 6, detrás Iglesia La Soledad, 00000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Hotel Colonial",Independent
"
La Paz de Rio Celeste de Guatuso, 60111 El Achiote, Costa Rica",Costa Rica,,"Hotel Rooms: 11","Hotel Catarata Río Celeste",Independent
"
Del Cruce de Herradura 2 km desde Jaco, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Pumilio",Independent
"
Alto de las palomas, sobre carretera vieja, 10901 Santa Ana, Costa Rica",Costa Rica,,"Hotel Rooms: 23","Hotel alta las palomas",Independent
"
100 mts Sur y 75 mts Este de La Mandarina, 20113 Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 19","Hotel La Rosa de America",Independent
"
Autopista Prospero Fernandez, 00001 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 153,","Quality Hotel Real San Jose","Hotel Chain:
Quality Inn
"
"Calle Madrigal, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 26","Jaco Laguna Resort & Beach Club",Independent
"
100 metros norte de la clínica, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Secreto La Fortuna",Independent
"
Playa Azul, Santa Cruz, 63732 Playa Azul, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Hotel Azul Ocean Club",Independent
"
Calle Lapa Verde, 500 este de heladería Pops, 50135 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 60","Oceano Boutique Hotel & Gallery",Independent
"
13th Street between 2 and 6th Avenue, one block from the National Museum, 10736-1000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 31","Fleur de Lys",Independent
"
Guanacaste, Playa Tamarindo, 00000 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 21","Hotel Pasatiempo",Independent
"
Playa Bejuco, Esterillos, Costa Rica, 00143 Esterillos Este, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Playa Bejuco",Independent
"
The Autentico Hotel is located in the capital city, near the metropolitan park La Sabana, more specifically between 5 and 7 Avenues 40th Street., 60111 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 80","Auténtico Hotel",Independent
"
Av La Marina, Ciudad Cariari, San Anto Marina Cariari, 300 M. Oeste del Fresh Market de Cariari, Asuncion, San José, Costa Rica",Costa Rica,,"Hotel Rooms: 38","Hotel Vista De Golf",Independent
"
Calle Morenos, Sabana Sur, San Jose, 10000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 60","KC Hotel San Jose",Independent
"
Carretera Punta Leona - Playa Mantas, 11502 Agujas, Costa Rica",Costa Rica,,"Hotel Rooms: 153","Hotel Arenas All Inclusive",Independent
"
4,2 km Oeste de la Iglesia Catolica, carretera al Volcan Arenal, Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 54","The Royal Corin Thermal Water Spa & Resort",Independent
"
Calle 19, Avs. 11-13, de la Iglesia Sta. Teresita, 200 mtrs. al norte, 200 mtrs. al oeste y 25 al sur., 10101 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 31","Hotel Aranjuez",Independent
"
750 metros sur de Fórum 1 , 10901 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 82","Studio Hotel",Independent
"
30 Steet, 2 and 4 Avenue, 11856 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 39","Grano de Oro Hotel",Independent
"
Boulevard de Rohrmoser, La Sabana  , 10109 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 118,,","Hilton Garden Inn San Jose La Sabana, Costa Rica","Hotel Chain:
Hilton Garden Inn"
"Km 5 sobre la Carretera de Quepos hacia Manuel Antonio, 7985 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 41","Karahe Beach Hotel",Independent
"
38th & 40th street, 3rd Avenue, 1000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 98,","Tryp by Wyndham San Jose Sabana","Hotel Chain:
Tryp
"
"Sabana Norte, junto a Agencia Datsun, 2443-1000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 213,","Crowne Plaza Corobici","Hotel Chain:
Crowne Plaza Hotels & Resorts
"
"75 Meters West to the entrance to the National Park, 63755 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 50","El Faro Beach Hotel",Independent
"
Playa Hermosa, Calle Tulin 1.5KM, 60111 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 76","Hotel Tramonto",Independent
"
Tamarindo, 50309 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Arco Iris",Independent
"
10km Carretera al Volcan de la Fortuna, 50201 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 53","Hotel Arenal Kioro Suites & Spa",Independent
"
1km East of Santa Elena, Monteverde, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 155","El Establo Mountain Hotel",Independent
"
125 metros este Restaurante Marlin, playas de Manuel Antonio, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Hotel Vela Bar- Adults Only",Independent
"
900mts West from Cafe Milagro, 62790 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 24","La Mansion Inn",Independent
"
1 1/2 norte de la Represa Arenal, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 42","Lost Iguana Resort and Spa",Independent
"
200 metros al este y 800 metros al norte del Banco Nacional de Tamarindo, 00011 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 104,","Esplendor Tamarindo","Hotel Chain:
Fen Hoteles
"
"Next to Manuel Antonio  National Park Entrance, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 67","Hotel San Bada Resort & Spa",Independent
"
7 kms al Oeste de la Fortuna camino hacia El Volcan Arenal, 60503 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 87","Hotel Arenal Springs Resort & Spa",Independent
"
Avenida 2 Calles 40 y 42  Paseo Colon, 11501 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 39","Parque de Lago Boutique Hotel",Independent
"
Avenida Central , 29221 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 80","Hotel Presidente San Jose City Center",Independent
"
5th Avenue 5th Street  , San José, Costa Rica",Costa Rica,,"Hotel Rooms: 200,,","Holiday Inn San Jose Aurola","Hotel Chain:
Holiday Inn Hotels & Resorts"
"del bar lizard 200 mt este y 50 sur, 05019 Coco, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel La Puerta del Sol",Independent
"
Tamarindo Beach, 50309 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 36","Jardin del Eden Boutique Hotel",Independent
"
Sabana Norte, (200 Metros Norte del ICE), 01005 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 68","Hotel Palma Real Hotel and Casino",Independent
"
Casa 22 Calle Miraflores Bosques de Doña Claudia, Ciudad Cariari, Asuncion, 40703 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Alameda Cariari Boutique Hotel",Independent
"
Golfo de Papagayo, 50503 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 85,","El Mangroove, Autograph Collection","Hotel Chain:
Autograph Collection
"
"puerto viejo, 70304 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel La Costa de Papito",Independent
"
From the Catholic Church in La Fortuna 5 km northwest, road to Volcano National Park, main street on the righ hand side., 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 23","Hotel El Silencio del Campo",Independent
"
Route 27 350 mts West Multiplaza, 10203 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 140,,, GHL","Sheraton San Jose Hotel, Costa Rica","Hotel Chain:
Sheraton"
"50 Metros este y 50 Metros sur del Colegio de Médicos, Sabana Sur, 00000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 41","Hotel & Suites Rincon del Valle",Independent
"
Carretera Carrillo, a los 5 km a la derecha fruente de la torre de ICE, 50205 Sámara, Costa Rica",Costa Rica,,"Hotel Rooms: 12","The Hideaway Hotel",Independent
"
400 sur de la plaza de cocles, 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Lanna Ban Hotel",Independent
"
800 meters northeast of the Dominical entrance, 01001 Dominical, Costa Rica",Costa Rica,,"Hotel Rooms: 52","Hotel Villas Rio Mar",Independent
"
Primera Entrada a Playa Hermosa 300 mts Oeste, 50303 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 32","Hotel Bosque del Mar Playa Hermosa",Independent
"
400 metros norte de la Iglesia Catolica. Club Condovac, 00011 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 107","Club y Hotel Condovac La Costa",Independent
"
Alajuela Avenida 2, Del Teatro Municipal 200 metros al Este, 20101 Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 25","Hotel La Guaria Inn & Suites",Independent
"
La Virgen de Sarapiquí, Heredia, 60111 Tirimbina, Costa Rica",Costa Rica,,"Hotel Rooms: 40","Sarapiquis Rainforest Lodge",Independent
"
154 Miss Winny Town, 01101 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 4","Physis Caribbean Bed & Breakfast",Independent
