chain,name,country,area,rooms,price,street
,Hostel Rio Danta,Costa Rica,La Fortuna,,0,La Fortuna de San Carlos
,Guanamar,Costa Rica,Puerto Carrillo,,0,"1,5 km south and 1,5 km west from La Fortuna´s Catholic Church, San Carlos - san jose"
,Veronica's Place Hostel,Costa Rica,Puerto Viejo de Talamanca,,0,Tierra aventura puerto viejo
,Olguita's Place - Octagonal Cabin,Costa Rica,Puerto Viejo de Talamanca,,0,Punta Uva Noreste de la entrada de Arrecife Punta Uva Costa Rica
,Olguita's Place - Two Bedroom House,Costa Rica,Puerto Viejo de Talamanca,,0,Punta Uva 600 metros noreste de la entrada de Arrecife
,Jet Luxury at Tamarindo Villa Tamarindo,Costa Rica,Tamarindo,,0,Tamarindo
,Casa la Palma de Samara,Costa Rica,Samara,,0,Esterones
,Bw Jaco Beach,Costa Rica,Jaco,,0,Pastor Diaz Av.Jaco Beach
,Apartotel Colaye,Costa Rica,Colon,,0,Sabana Sur de la Contralor ea General de la Rep ablica 1m Oeste/15 sur.Frente Almacen Mauro
,Blue River Resort,Costa Rica,Culebra,,0,Rincon de la Vieja Rincon de la Vieja
,Tilajari Resort Hotel,Costa Rica,Boca Arenal,,0,"San Carlos Valley, Near Lago Arenal, Po Box 81-4400"
,Arenal Observatory Lodge La Fortuna,Costa Rica,Monterrey,,0,1.7 Mile Of Arenal Volcano
,Hotel Finca Valverde La Fortuna,Costa Rica,La Fortuna,,0,"251 Mts SW of Banco Nacional de Costa Rica, Santa Elena"
,Arenal Paraiso La Fortuna,Costa Rica,Monterrey,,0,Arenal Volcano
,Magica Cantarrana,Costa Rica,Nicoya,,0,Playa Samara De Nicoya
,Sol Samara Guanacaste,Costa Rica,Bagaces,,0,Del Centro Comunal El Torito
,Casa Playa,Costa Rica,Santa Teresa,,0,2 km North of the Crossroads
,Martina's Place Hostel,Costa Rica,Drake Bay,,0,Agujitas
,700 Metres North West From Escuela De La Abundancia,Costa Rica,Ciudad Quesada,,0,700 metros noroeste de la Escuela Concepcion
,Hotel Casa de Papel,Costa Rica,Liberia,,0,200 Mts sur de la Antigua Gobernacion
,Holiday Home Villa del Mar,Costa Rica,Punta Islita,,0,Punta Islita
,Hotel Vilas Caletas,Costa Rica,Jaco,,0,3km Playa Jaco
,Borinquen Resort,Costa Rica,Nuevo Arenal,,0,12 Km Interamericana Norte 18 Km Mano Dcha
,Chatelle Hotel by the Sea,Costa Rica,Nosara,,0,P.O. Box: 156 / 4060
,Luxurious Villa Langosta 3,Costa Rica,Playa Langosta,,0,Villas Langosta Villa 3 Playa Langosta Tamarindo Guanacauste Costa Rica
,Cala Luna Hotel & Villas,Costa Rica,Playa Langosta,,0,2mts del Capitan Suizo Playa Langosta
,Oceans Bahia Encantada,Costa Rica,Jaco,,0,50 mts west Jardin St. Pastor Diaz Ave.
,La Mansion Inn Arenal San Jose,Costa Rica,San Jose,,0, Lago De Arenal
,Hotel Bella Vista La Cruz de Guanacaste,Costa Rica,La Cruz de Guanacaste,,0,150 Metros Sur Del Parque Central
,Costa Rica Hampton Inn San Jose-Airport,Costa Rica,Cartago,,0,Panamerican Highway 1
,Bahia Parariso Rain Forest Lodge,Costa Rica,Vasquez de Coronado,,0,Playa San Josecito BahAa Drake PenAnsula de Osa Puntarenas Costa Rica
,Condominios Casa Blanca,Costa Rica,Tarcoles,,0,Punta Leona
,Casa Vista Hermosa - Langosta Beach,Costa Rica,Playa Langosta,,0,Playa langosta penisula resort
,Hotel Ginana,Costa Rica,Paquera,,0,Paquera centro frente a las oficinas del ICE
,Casitas Mar y Luz Puerto Viejo de Talamanca,Costa Rica,Puerto Viejo de Talamanca,,0,Puerto Viejo de Talamanca Costa Rica
,Volcan Turrialba Lodge,Costa Rica,Turrialba,,0, Cartago Costa Rica
,Disfrutalo Ranchos Villas y Hostel,Costa Rica,Santa Teresa,,0, Santa Teresa-Cobano-Puntarenas-Costa Rica
,Casa Hermosa,Costa Rica,Playa Grande,,0,"Palm Beach Estates, Playa Grande"
,Casa Isla en el Cielo,Costa Rica,Potrero,,0,Pacific Heighs
,The Toucan Hut,Costa Rica,Puerto Jimenez,,0,"La Choza del Manglar, 150 m oeste del aeropuerto"
,El Paso De Las Lapas,Costa Rica,San Jose,,0,Playa Jaco
,Airport Hotel Berlor Alajuela,Costa Rica,Alajuela,,0,Airport
,Casa Naturales,Costa Rica,Puerto Viejo de Talamanca,,0,100 meter west Selvin's Restaurant
,Paradisus Playa Conchal,Costa Rica,Santa Cruz,,0,"Bahia Brasilito, Playa Conchal"
,Vlofts,Costa Rica,Vasquez de Coronado,,0,Av 91 calle 161 Barrio Los Cedros San Isidro de Coronado
,Villas Nacazcol 322,Costa Rica,Sardinal,,0,Playas del Coco Guanacaste
,My House in La Fortuna,Costa Rica,Fortuna,,0,Calle 468 La Fortuna de San Carlos Alajuela
,Villas Sol And Beach Resort,Costa Rica,Puerto Coyote,,0,"Playa Hermosa, Carrillo - Guanacaste"
,Hotel Bosque Del Mar,Costa Rica,Dominical,,0,Playa Hermosa Pacific North Coast / Guanacaste
,Reserva Conchal Beach Resort Golf & Spa Dominical,Costa Rica,Dominical,,0,"Playa Conchal, Santa Cruz, Guanacaste"
,Hampton Inn & Suites Airport-San Jose C R,Costa Rica,Alajuela,,0,Airport Parking
,Hotel Arenal Carmela La Fortuna,Costa Rica,La Fortuna,,0,142
,Iguana Surf Beachfront Cabinas,Costa Rica,Tamarindo,,0,100 Meters North of Hotel Diria
,Hotel Mardeluz Jaco,Costa Rica,Jaco,,0,Po Box 143
,Hotel Villa Lapas Playa Herradura,Costa Rica,Tarcoles,,0,Santa Lucia Town
