country,rooms,area,street,price,chain,name
Indonesia,,Canggu,"Jalan Batu Mejan, Gang Kampung Bali 2 no 2, Echo Beach,",0,,Ole Ole Ollie
Indonesia,,Legian,Jalan Kunti Utara No 9 Rk Seminyak Kuta Bali Indonesia,0,,Ratu Kharisma Villa
Indonesia,,Kuta,Jalan Wenara Wana,0,,Citrus Tree B&B - Pering
Indonesia,,Canggu,"Jl. Pantai Berawa, Kunti No. 31 ",0,,Villa Rock Canggu
Indonesia,,Seminyak,Jalan Beji Ayu Vi Sunset Road Semin Kuta,0,,Vinly Villa Bali
Indonesia,,Uluwatu,"Jl. Labuan Sait ,Bali",0,,Sundaram S Guest House
Indonesia,,Denpasar,"Jl. Sekarsari Gang Batur Indah No.2, Padang Galak, - Sanur",0,,The Raifu Batur Indah Villas
Indonesia,,Kubutambahan,"Jl. Airsanih ,Bali",0,,Tara Airsanih
Indonesia,,Seminyak,Jalan Kayu Cendana Braban Seminyak,0,,Braban Villas
Indonesia,,Bunutan,"Jemeluk - Amplapura ,Bali",0,,Kusuma Jaya Indah Bungalow
Indonesia,,Antasari,"Balian Beach Pengasahan ,Bali 82162",0,,Krisna Villas Guest S House
Indonesia,,Amed,"Jl. Raya Amed Banyuning ,Bali 80852",0,,Paradise Bungalow & Restaurant
Indonesia,,Ubud,Jl. Suweta No.24,0,,Rumah Rio
Indonesia,,Legian,Jl Dewi Sri IV No 5 Sunset Road Seminyak,0,,Tanjung Lima Seminyak Villas
Indonesia,,Nusa Lembongan,"Br. Kaja, Sanghyang Bay ,Bali",0,,Alam Nusa Hut's & Spa
Indonesia,,Seminyak,Jl Petitenget Gang Rahayu IV No 7 Petitenget Seminyak 80361 Bali Indonesia,0,,Artisane Villas by Premier Hospitality Asia
Indonesia,,Seminyak,Jalan Batubelig No.7,0,,Pondok Chandra
Indonesia,,Kerobokan,Jalan Umalas 2,0,,Villa Pearl Bali
Indonesia,,Kerobokan,Jl. Muding Batusangian VII No. 05,0,,Cahya Residence
Indonesia,,Kuta,Gang Poppies 1,0,,New Arena Beach Resort
Indonesia,,Denpasar,Jl. Hang Tuah Sanur - Bali,0,,Inna Grand Bali Bch-Dlx Twr Wg
Indonesia,,Kuta,Jl Kubu Anyar No 40 Banjar Anyar,0,,Hotel Kuta A1
Indonesia,,Candi Dasa,"P.O. Box 3055, Denpasar, Central Karangasem",0,,Kubu Bali
Indonesia,,Ungasan,"Jl. Pura Melang, Kelod, Banjar Pantigiri",0,,Alam Bali Villa
Indonesia,,Ubud,Jl Penestanan Kelod,0,,Le Sabot
Indonesia,,Jimbaran,"Jl. Darmawangsa No. 168 Kampial, Nusa Dua",0,,Kevala Villa
Indonesia,,Amed,"Jl.Raya Amed, Desa Amed Purwakerti",0,,Redana Homestay
Indonesia,,Canggu,"Jl. Pantai Brawa, Gang Pura Daton No. 1, Bali",0,,Moments Canggu
Indonesia,,Seminyak,"Jl. Raya Seminyak, Gg. Cafe Moka",0,,Villa Leopold
Indonesia,,Kerobokan,Jalan Kuwun II Gang Rajawali No.2,0,,Kavilla Bali
Indonesia,,Tua,"Jl. DEWI SRI, LEGIAN 8",0,,Aston At Grand Kuta
Indonesia,,Pemuteran,"Desa Pemuteran ,Bali 81155",0,,Bagus Home Stay Pemuteran Pemuteran
Indonesia,,Singaraja,"Jalan Pattimura ,Bali 81111",0,,Vineyard Bali Villa
Indonesia,,Payangan,"Jalan Raya Payangan, Ubud",0,,Como Shambhala Estate Payangan
Indonesia,,Ubud,Banjar Baung Desa Sayan Ubud,0,,Gayatri Villa
Indonesia,,Seminyak,Jl. Abimanyu 66 Seminyak Kuta-Bali - Denpasar,0,,Contiki Resort for 18-35s
Indonesia,,Seminyak,Jalan Telaga Waja No.1,0,,Villa Bunga Melati
Indonesia,,Legian,Jl. Padma Utara Legian Kaja Legian Beach 80361,0,,Maharta Hotel & Spa
Indonesia,,Seminyak,Jalan Sarinande 22,0,,Luna2 Private Hotel Seminyak
Indonesia,,Tanjung Benoa,"Jalan Pratama 66, Nusa Dua 80361, Bali Indonesia - Bali-Nusa Dua ",0,,Royal Beach Benoa
Indonesia,,Seminyak,"Jalan Arjuna (66), Gg. Kebyar 1 No.1",0,,Blue Caviar Bali Villa
Indonesia,,Sanur,Jalan Duyung No.5,0,,Villa Chantique
Indonesia,,Jimbaran,"Jalan Perumahan Dosen Udayana blok D - 24, Jimbaran ",0,,Joy Hills Hotel
Indonesia,,Uluwatu,Jl.Batu Belig No.999ab Kerobokan,0,,The Akasha Private Beach Villa
Indonesia,,Pecatu,Blok 5 Pecatu Indah Resort,0,,U Agathis
Indonesia,,Kuta,Jalan Kartika Plaza,0,,Santika Kuta Beach Hotel
Indonesia,,Denpasar,"Jalan raya Uluwatu,Kahuripan Street",0,,The Dreamland Luxury Villas And Spa
Indonesia,,Legian,Jl. Werkudara 525,0,,Puri Anggrek Hotel
Indonesia,,Nusa Lembongan,"PO Box 3548 Denpasar, Benoa Harbour",0,,Hai Tide Beach Resort
Indonesia,,Tua,Banjar Baru,0,,Rumah Desa
Indonesia,,Canggu,Jl. Semat Gg. Jalak 8 No 19 ,0,,Villa Bukaya
Indonesia,,Jimbaran,"Jalan Jimbaran Hill, No. 99, Bali",0,,Villa Paradise Jimbaran
Indonesia,,Seminyak,"Jalan Pangkung Sari, Banjar Taman - Seminyak",0,,Aston Bhavana Villas Seminyak
Indonesia,,Canggu,Jalan Raya Semat Gang Nuri,0,,Villa Athena Canggu
Indonesia,,Manggis,Jalan Pantai Buitan Kelod,0,,Lumbung Damuh
Indonesia,,Legian,Jalan Dewi Sri No.19,0,,Gosyen Hotel Bali
Indonesia,,Ubud,8 Jl.Raya Pengosekan Main Road,0,,Arma Villas
Indonesia,,Baturiti,"Desa Pacung ,Bali",0,,Pacung Indah
Indonesia,,Seminyak,JL Saraswati I Gang Bidadari IV No 2 Seminyak 80361 Indonesia,0,,Villa Umah Puri Seminyak
Indonesia,,Kuta,Wanasegara Street Number 123tuban Kuta,0,,Bali Wood Property At Aston Kuta Residence Kuta
Indonesia,,Pemuteran,Various Addresses,0,,Del Nomad
Indonesia,,Ubud,Penestanan Kelod,0,,Pondok Nang Rinta
Indonesia,,Kerobokan,"Jl. Umalas 2, Banjar Umalas Kauh",0,,Satnam Villas
Indonesia,,Nusa Lembongan,Tamarind Beach Lembongan Island,0,,Bali Tamarind Lembongan Cottage
Indonesia,,Candi Dasa,"Pantai Mendira Banjar Mendira Desa Sengkidu, Manggis",0,,Villa Nilaya Bali
Indonesia,,Seminyak,Jalan Pangkung Sari - Seminyak,0,,Sesari Bali
Indonesia,,Kerobokan,Jalan Bumbak,0,,Villa Rumah Shiraz
Indonesia,,Seminyak,Jl Bidadari 2 B no 7,0,,S Villa
Indonesia,,Ungasan,Jl Pura Batu Pangeh Ungasan - Denpasar,0,,Bali Cliff Resort
Indonesia,,Ubud,Jl. Jukut Paku,0,,Michi Retreat Ubud
Indonesia,,Tanjung Benoa,Jl. Pratama Gg. Nusa Indah No. 10,0,,Villa Bintang Tanjung Benoa
Indonesia,,Kuta,Jalan Legian 190 Kuta,0,,Samsara Hotel and Spa
Indonesia,,Kuta,"Jl. Kayu Jati Petitenget, Seminyak",0,,Casa Indigo
Indonesia,,Canggu,Jalan Pantai Pererenan Gg.Hikari No.77,0,,Hikari Villas
Indonesia,,Legian,"Jl Raya Senggigi Km 4, PO Box 1112, Mataram, Lombok,",0,,Jayakarta Beach Resort
Indonesia,,Umeanyar,Umeanyar Seririt,0,,Ratu Ayu Villas
Indonesia,,Tua,"Candidasa Area, Karang Asem, Bali, Indonesia.",0,,Kubu Bali Cottages
Indonesia,,Subagan,Jalan Bisma,0,,Pringga Juwita Water Garden
Indonesia,,Kerobokan,Jl. Bumbak Gang Kertha Rahayu No. 11,0,,Kamali Villas
Indonesia,,Nusa Lembongan,"Tanjung Sanghiang Bay, Mushroom Bay",0,,Indos Diver Resort
Indonesia,,Ubud,Desa Sayan,0,,Kayumanis
Indonesia,,Ubud,Jalan Raya Nyuh Kuning Pengosekan,0,,Ubud Village Resort-Rice Field
Indonesia,,Seminyak,"21 Plawa Street ,Bali",0,,Dinata Villa Seminyak
Indonesia,,Tanjung Benoa,Jl. Setra Ganda Mayu Tanjung Benoa Nusa Dua 80361,0,,D & G Residence
Indonesia,,Payangan,Banjar Semaon Desu Puhu Payangan,0,,The Vimala Wedding Pavilion And Villas
Indonesia,,Denpasar,Jl Imam Bonjol No 45 45,0,,Taman Suci
Indonesia,,Legian,Jalan Padma Utara,0,,Pondok Mesari Legian
Indonesia,,Seminyak,Jl Raya Kampial Nusa Dua,0,,Ocean Blue Bali
Indonesia,,Seminyak,Jalan Beraban Br Taman Kerobokan Kuta Bali Indonesia,0,,The Seminyak Village Resort & Spa
Indonesia,,Legian,"Werkudara Street No. 523, Legian",0,,Sus Beach Hotel Legian Legian
Indonesia,,Denpasar,"Jl. Cokroaminoto No. 23, Denpasar",0,,Balun Bali
Indonesia,,Buwit,Cepaka Village Peti Tenget,0,,Villa Sungai
Indonesia,,Ubud,P.O. Box 432 Penestanan Kaja,0,,Taman Rahasia Boutiques Resort
Indonesia,,Legian,"Jalan Patih Jelantik No. 55, Legian",0,,Kubu Mentig Legian
Indonesia,,Seminyak,Jl. Pangkung Sari No.45 Br. Taman Kuta-Seminyak,0,,Taman Individual Villa
Indonesia,,Pererenan,"Kemah Tinggi Sogsogan, Mengwi",0,,Villa Kemah Tinggi
Indonesia,,Seminyak,Kedewatan - Ubud,0,,Villa Indah Ubud Seminyak
Indonesia,,Lovina,"Lovina, Po Box 195, Singaraja, Lovina Beach, Bali, Indsia",0,,Rambutan Lovina Hotel
Indonesia,,Gianyar,"Br. Cucukan, Desa Medahan ,Bali 80581",0,,L Orange Villas
Indonesia,,Tanjung Benoa,Jalan Pratama 62 Nusa Dua,0,,Puri Tanjung
Indonesia,,Tanjung Benoa,Jalan Pratama 106 Tanjung Benoa,0,,Benoa Rose Residence One
Indonesia,,Tulamben,"Puri Tulamben Dive Resortkarangasem, ,Bali",0,,Puri Tulamben Dive Resort & Spa
Indonesia,,Kuta,Jalan Raya Petitenget 88X Banjar Umasari,0,,Casa Indigo Kuta
Indonesia,,Kuta,Jl. Singosari 55,0,,Agung Beach Bungalows
Indonesia,,Lovina,Jalan By Pass Ngurah Rai Suwung Denpasar 622 622,0,,Coconut Beach Resort Lovina
Indonesia,,Ubud,Jalan Nyuh Bojog Banjar Nyuh Kuning Ubud 80571 Indonesia,0,,Chili Ubud Cottage
Indonesia,,Ubud,Jalan Bisma,0,,Honeymoon 2nd Hotel
Indonesia,,Pecatu,Jl Kartika Plaza 7 A Kuta,0,,Aisis Luxury Villas And Spa
Indonesia,,Jimbaran,Jl Uluwatu I Jimbaran,0,,The Jimbaran
Indonesia,,Kuta,Ji Bypass Ngurah Rai No 999,0,,Crystal Kuta
Indonesia,,Ubud,Banjar Penestanan Kaja Sayan,0,,Taman Rahasia Tropical Sanctuary and Spa
Indonesia,,Ubud,"Jl. Gunung Sari, Ambengan, Peliatan ",0,,Sri Sunari Guest House
Indonesia,,Pemuteran,Jl. Raya Pemuteran,0,,Magus Homestay Pemuteran
Indonesia,,Canggu,Jalan Pantai Pererenan ,0,,Pondok Nyoman Resort
Indonesia,,Kuta,Jalan Poppies 1 Gang Sorga,0,,Mimpi Bungalows Kuta
Indonesia,,Nusa Lembongan,Jungutbatu,0,,Hotel Suka Nusa Huts
Indonesia,,Lovina,Jl Raya Tukad Mungga,0,,Kubu Beach Lovina
Indonesia,,Canggu,Jalan Pantai Pererenan,0,,V I P Villa Indah Pragina
Indonesia,,Ungasan,"Jln Karang Kembar No 2, Banjar Jabapura, Desa Kutuh",0,,Karang Kembar Estate Villa 2
Indonesia,,Seminyak,Jalan Raya Seminyak Gang Anyelir No 5 Seminyak,0,,Villa Anyelir
Indonesia,,Amed,Jemeluk Bay ,0,,Villa Disana
Indonesia,,Lovina,Lovina Beach Kalibubuk,0,,Pulestis Beach Hotel
Indonesia,,Ubud,"Banjar Pesalakan, Desa Pejeng Kangin",0,,Swallow Guesthouse
Indonesia,,Denpasar,Jl. Pemuda 3 No. 30,0,,Puri Tresna Villa
Indonesia,,Ubud,Penestanan Kelod,0,,Runa Guesthouse
Indonesia,,Denpasar,Jl.Pidada No. 27,0,,Lavarta Hotel
Indonesia,,Ubud,Jalan Sukma No.28,0,,Biang's Cafe & Homestay
Indonesia,,Seminyak,Jl. Abimanyu No 15 X,0,,Puri Duyung Hotel
Indonesia,,Ubud,Banjar Mawang Kaja No. 88 Lod Tunduh ,0,,Villa Ubud Corner 88
Indonesia,,Denpasar,"Jl.Sekuta,gang Melati 24, Sanur , Bali , Indonesia",0,,Daydee Homestay
Indonesia,,Senganan,"Jl. Raya Angsri, Banjar Angsri, Tabanan ",0,,WAA Angsri Jatiluwih Hotel
Indonesia,,Denpasar,Jl. Pidada III ,0,,Ayunda Homestay
Indonesia,,Legian,"Jl. Double Six, Pantai Arjuna No. 18 ",0,,Seaside Bali Villas
Indonesia,,Sanur,Jalan Batur Sari Gg.6 no.66,0,,Kampung Batursari
Indonesia,,Sanur,Jl. Betngandang I No.4 ,0,,Hotel Diyan Ayu
Indonesia,,Seminyak,"Jalan Mertasari, Oberoi ",0,,Villa Vanilla Seminyak
Indonesia,,Canggu,"Gang Villa Ayu, Jalan Munduk Catur, Echo Beach",0,,Villa Ranny
Indonesia,,Seminyak,Jl. Laksmana ,0,,Villa Arria
Indonesia,,Kuta,"Jl. Kubu Anyar no 20 xx, Kuta",0,,Hotel Tunas Pica
Indonesia,,Canggu,"Jl. Pura Kayu Putih, Tegal Gundul ",0,,Brawa Villas
Indonesia,,Ubud,Jalan Penestanan Kaja,0,,Villa Kita II
Indonesia,,Denpasar,Jl. Teuku Umar Barat No. 888,0,,Swan Apartment
Indonesia,,Ubud,Jalan Ketik Lantang ,0,,Chika Chika Villa
Indonesia,,Denpasar,Jalan. Nusa Indah No. 81,0,,Hotel Puri Nusa Indah I
Indonesia,,Denpasar,"Jl. Pandu, Gang Pandu Permai No.6, Banjar Dukuh, Dalung, Kuta Utara",0,,Puri Mutia Homestay
Indonesia,,Denpasar,Jl. Tunggak Bingin Blok J No. 3 ,0,,Casa Apsara Guest House
Indonesia,,Seminyak,Jalan Mertanadi No. 92,0,,Villa Lantana Seminyak
Indonesia,,Sanur,Jl. Sekuta,0,,Villa Sekuta Sanur
Indonesia,,Kuta,Jalan Poppies I Gang Sorga,0,,Sekar Bali Homestay
Indonesia,,Negara,"Bl Subak, Pohsanten",0,,Bunga Bali Resort & Spa
Indonesia,,Denpasar,Jalan Gatot Subrata Barat 309,0,,Hotel Puri Gatsu Indah
Indonesia,,Negara,Jalan Ngurah Rai 96,0,,Graha Sekar Melati Hotel & Restaurant
Indonesia,,Seminyak,Jl. Laksmana Gg. Astinapura No. 22,0,,Villa De Suma
Indonesia,,Sanur,Jalan Hang Tuah No. 49 ,0,,Private Apartment at Alit Beach Hotel
Indonesia,,Kubutambahan,"Jalan Raya Kubutambahan - Air Sanih, Kubutambahan, Bali 56102",0,,Air Sunny Homestay
Indonesia,,Kerobokan,Jl. Pengubengan Kauh Simplicity Residence B-7,0,,The Harmony Villa at Kerobokan
Indonesia,,Lovina,"Jl. Pemaron Lovina, Singaraja",0,,Villa Lotus Lovina
Indonesia,,Tabanan,"Belalang Kediri, Tabanan",0,,Villa Tropicano
Indonesia,,Seminyak,Jl. Nakula 88CD ,0,,Apsara Apartment
Indonesia,,Jimbaran,"Jl. Pantai Balangan Gang 1, No. 110, Ungasan, Jimbaran",0,,Villa Helen Jimbaran
Indonesia,,Ungasan,"Puri Bukit Pesona 5, Jln. Gunung Payung - Bukit Kutuh",0,,Amazing Villa on Bukit
Indonesia,,Seminyak,Jl. Laksamana Gg. Putu No.3,0,,Villa Jesse
Indonesia,,Seminyak,Jalan Pangkung Sari Gang Jepun,0,,Guest House Villa Ratu Seminyak
Indonesia,,Blahbatuh,"Jl. Ida Bagus Mantra, Pering Riverview Estate G 1, Blahbatuh, Gianyar",0,,House Of Mastika
Indonesia,,Denpasar,"Benoa Harbour, Denpasar - bali",0,,Lady R Yacht
Indonesia,,Canggu,"Jl. Tumbak Bayuh. Desa Pererenan, Canggu Bali ",0,,La Villa Bali - Mansion Luxury Canggu Estate - The Mayan
Indonesia,,Sanur,Jl. Pasar Sindu No. 10,0,,Villa Ning Sanur
Indonesia,,Kerobokan,Jl. Umalas I Gg. XVII,0,,Villa Umalas Bali
Indonesia,,Kuta,"Jl. Mataram, Gg. Samuantiga No. 3 Kuta",0,,Purwaka Guest House
Indonesia,,Pererenan,"Jl. Pantai Seseh, Desa Cemagi ",0,,Villa Seseh Serasi
Indonesia,,Amed,"Jalan Amed, Purwakerti - Karangasem",0,,Bungbung Homestay
Indonesia,,Candi Dasa,Jl. Pura Segara Sengkidu,0,,Rumah Isah
Indonesia,,Negara,Jalan Soka No. 99 ,0,,Karana Negara Hotel West Bali
Indonesia,,Canggu,Jl. Pantai Berawa Gang Bima No. 4 ,0,,Love Villa Bali
Indonesia,,Kerobokan,"Jl. Taman sari ,Citra garden Boulevard kav 10B",0,,Labina Villa
Indonesia,,Seminyak,"Jl. Petitenget 2001, Gg. Kendal No. 2 ",0,,Villa Moon 2
Indonesia,,Warnasari,"Dusun Kembangsari, Desa tukadaya, kecamatan melaya, jembrana-bali ",0,,Ariana Bali Villa
Indonesia,,Ubud,"Br. Kalah, Peliatan ",0,,Villa Uma Soca
Indonesia,,Dencarik,Jl. Tulip No. L 4 Temukus,0,,Villa Kupu Kupu Lovina
Indonesia,,Pemuteran,Jl Singaraja-Gilimanuk,0,,The Lilliput Resort and Spa
Indonesia,,Seminyak,Jalan Kayu Aya No. 60X,0,,Villa Exotic
Indonesia,,Denpasar,"Banjar Pasekan, Desa Sembung, Mengwi, Badung, Bali",0,,Private Village House
Indonesia,,Nusa Dua,"Jalan Bulakan Sari Gang Seruni, No. 5",0,,Rumah Adnyana Guest House
Indonesia,,Canggu,Jalan Bantan Kangin,0,,Villa Becca
Indonesia,,Jimbaran,Jalan Poh Gading No. 888,0,,Villa 888
Indonesia,,Seminyak,"Jalan Bidadari 2, gang Ajurna, Kuta",0,,Villa Shiva
Indonesia,,Seminyak,Jl. Raya Mertanadi 69 Lima Dua No. 3,0,,Kinky Karma Villa
Indonesia,,Sidemen,"Jalan Raya Sidemen, Banjar Sidemen, Karangasem",0,,Pondok Wisata Sidemen
Indonesia,,Kuta,Jl. Puri Grenceng GG. Mangga No. 9x Banjar Segara Kuta,0,,Uncle Peter Homestay
Indonesia,,Ubud,Jl. Kajeng No. 3,0,,Han Snel Siti Bungalow
Indonesia,,Sanur,Jalan Pungutan 42 B,0,,Sanur Pungutan House Villa
Indonesia,,Nusa Dua,"Perum Nusa Damai, Jl. Angrek No.5",0,,Villa Anggrek Nusa Damai
Indonesia,,Ungasan,"Jalan Tundun Penyu, Balangan",0,,Villa Rent Bali
Indonesia,,Tulamben,"Tulamben, Kubu, Karangasem",0,,Deep Blue Studio Tulamben
Indonesia,,Amed,"Jln. Raya Amed, Abang - Karangasem",0,,Moonshine Bungalows
Indonesia,,Ubud,Banjar Gajah Tegallalang,0,,Villa Nirmala Nature Bungalow B&B
Indonesia,,Candi Dasa,"Jl. Raya Candidasa No.9, Catra Apartments",0,,Rumah Nancy
Indonesia,,Seminyak,"Jalan Beraban, 84 ",0,,Villa Soko
Indonesia,,Ungasan,Jl. Tundun Penyu Ungasan Balangan,0,,Villa Frangipani by Nagisa Bali
Indonesia,,Ubud,"Jl. Raya Tegalalang, Desa Ceking",0,,Tambora Ubud
Indonesia,,Ubud,"Jalan Raya Sayan no 70. Br Kutuh, sayan ",0,,Matahari Spa & Villa
Indonesia,,Sanur,Jl. Sekuta Gang. Seruni No. 8 ,0,,Villa Seruni
Indonesia,,Kerobokan,"Gang XVI, Jalan Umalas 2",0,,Villa Padawan
Indonesia,,Jimbaran,"Jalan Palem No.9, Balangan, Jimbaran - Bali",0,,Rumah Warna
Indonesia,,Kerobokan,"Jl. Pengubengan Kauh, Gang Indra 1",0,,The White House Kerobokan
Indonesia,,Seminyak,Jalan Mertanadi Gang Kubu Carik,0,,Pinewood Villa
Indonesia,,Seminyak,Jalan Petitenget Gang Kendal No. 33,0,,Villa Cantik Seminyak
Indonesia,,Seminyak,Jl Laksamana No 22 Laksmana Villas Estate 80361 Seminyak Indonesia,0,,Villa Sky Li by Nagisa Bali
Indonesia,,Ubud,Pejeng Kanging desa Cemadik,0,,Puri Kia Ora
Indonesia,,Ubud,Jl. Hanoman No. 60,0,,Ming Ming Homestay
Indonesia,,Amed,"Jalan Amed, Purwakerti - Karangasem",0,,Bali Beach Amed Homestay
Indonesia,,Bunutan,"Amed Street, Karangasem",0,,Eurodive and Amed Backpackers
Indonesia,,Ubud,Jalan Bisma,0,,Villa Nyoman Bisma
Indonesia,,Denpasar,Jalan. Nangka Selatan 98 A,0,,Taman Wisata Hotel
Indonesia,,Sanur,Jalan Tunggak Bingin No. 5a,0,,Beautiful Villa Sanur Bali
Indonesia,,Ubud,Jalan Penestanan,0,,Sradha Joglo Penestanan Ubud
Indonesia,,Ubud,Jalan Tirta Tawar No 69,0,,Happy House Villa
Indonesia,,Canggu,Jl Pantai Batu Mejan Padang Linjong,0,,Villa Asante - an elite haven
Indonesia,,Jimbaran,"Jalan Karangmas Sejahtera 100X, F5, Jimbaran, Bali",0,,Javaconia Villa Bali
Indonesia,,Denpasar,Jl Raya Celuk,0,,Sagario Villa
Indonesia,,Blahbatuh,JL. Raya Pantai Saba,0,,Istana Impian 2
Indonesia,,Denpasar,"Jl, Raya Hayam Wuruk 179XX Tanjung Bungkak Sanur ",0,,Hotel Trio Bali
Indonesia,,Ketewel,Jalan Pantai Pabean - By Pass Klungkung ,0,,Majapahit Beach - Villa Raj
Indonesia,,Ubud,Jalan Sok Wayah,0,,The Rice Joglo
Indonesia,,Ubud,"Jalan Subak Sala, Banjar Sala, Pejeng Kawan",0,,Benno House
Indonesia,,Kubu,"Jalan Puskesmas, Tulamben",0,,Villa Sharka
Indonesia,,Seminyak,"Jl. Kayu Aya, Gang Damai No. 29 G, Sseminyak",0,,Villa Crystal Seminyak
Indonesia,,Seminyak,"Jl. Yudistira, Gang Arjuna No. 1 ",0,,Nata House
Indonesia,,Canggu,Jalan Pantai Pererenan,0,,Love Buzz Village
Indonesia,,Ubud,"Br. Bangkiang Sidem, Keliki, Tegallang",0,,Wisnaya Guest House
Indonesia,,Ubud,"Br. Bangkiang Sidem, Keliki, Tegallalang",0,,Novita Guest House
Indonesia,,Seminyak,Jln. Drupadi gg. Mertasari No. 5,0,,Villa Dolphin
Indonesia,,Kubutambahan,Depaha Sanglung,0,,Sanglung Villa
Indonesia,,Lovina,"Jalan Mawar, Kalibukbuk",0,,Bayu Kartika Beach Resort
Indonesia,,Canggu,Different locations in Canggu,0,,Sakova Villas Canggu 2
Indonesia,,Seminyak,"Jalan Dyanapura, Gang Bunga Kecil No.10A",0,,Mutiara Selancar Bali Private Villa
Indonesia,,Lovina,Jalan Mawar,0,,Taman Lily's Bungalow
Indonesia,,Jimbaran,"Perumahan Padma Blok A No 5, Jl. Bukit Sari, Jimbaran",0,,Homy Holiday House
Indonesia,,Sanur,Address : Jalan Muktisari Gang Biyu no.3 Sanur.,0,,Sanur Oasis Villa
Indonesia,,Ubud,Jalan Bisma,0,,Ibu Dayu House
Indonesia,,Ubud,Banjar Campuhan (belakang supermarket Bintang),0,,Suryahouse Ubud
Indonesia,,Seminyak,Jalan Bidadari - Kerobokan - Mertanadi - Seminyak - Bali,0,,Villa Laurent
Indonesia,,Ubud,"Jalan Raya Teges, Desa Peliatan",0,,Umah Bidadari Villa
Indonesia,,Denpasar,Graha Melasti 1 No 1 Jalan Sekar Sari Kesiman Kertalangu ,0,,Villa Lotus Sanur
Indonesia,,Canggu,"Jl. Veteran, Br Gunung - Canggu - Bali",0,,Yadnya Villa Bali
Indonesia,,Denpasar,Jl. Glogor Carik Gg Monyet No. 11,0,,Asti Bali Guest House
Indonesia,,Jimbaran,Jalan Mecutan 7 No.1,0,,Belindo House
Indonesia,,Canggu,Jl Batubolong,0,,Villa Shanti Manis
Indonesia,,Seminyak,Jl. Camplung Tanduk No. 28,0,,Z Hotel Dhyanapura
Indonesia,,Ungasan,"Jalan Karang Kembar, Desa Kutuh, Badung",0,,Sakova Villas Ungasan
Indonesia,,Seminyak,Jalan Yudistira,0,,Villa Nata Seminyak
Indonesia,,Denpasar,Jl Subak Mungkul,0,,Guna's Joglo House
Indonesia,,Nusa Dua,"Jl. Pantai Mengkiat, BTDC Comlex",0,,The Golf Residence Nusa Dua
Indonesia,,Ubud,Jalan monkey Forest,0,,White House Villa Cinta
Indonesia,,Seminyak,"Jalan Drupadi III, No. 19 ",0,,Villa 19 Seminyak
Indonesia,,Blahbatuh,Jalan Pantai Saba ,0,,Villa Rumah Bunga
Indonesia,,Kerobokan,"Citra Garden Boulevard, Taman sari PCP 7 Kerobokan, Bali",0,,Villa D'Alma
Indonesia,,Kerobokan,"Jl. Taman Sari, Perumahan Citra Garden no A3",0,,Villa Matahari
Indonesia,,Kerobokan,"Jalan Tunon No. 2, Umalas II",0,,Pondok Umalas
Indonesia,,Lovina,"Jl. Pemaron Lovina, Singaraja",0,,Villa Pantai
Indonesia,,Seminyak,"Jl. Raya Seminyak, Gang Keraton 11B",0,,Villa Jumah
Indonesia,,Seminyak,"Jl. Nakula, Gg. Baik - Baik No. 10X, Seminyak",0,,Anne Villas & Apartment
Indonesia,,Seraya Barat,"Jalan Puri Ayer, Seraya, Amlapura",0,,Villa Seraya
Indonesia,,Seminyak,"Jalan Merthanadi, Gang Rama No. 97",0,,Villa Ago
Indonesia,,Canggu,"Jalan Batu Mejan No. 1, Padang Linjong",0,,Isana Villa
Indonesia,,Denpasar,Jl. Padang Galak No. 87,0,,Hotel Prada Bali
Indonesia,,Kuta,Jl Kartika Plaza Kuta,0,,Rani Resort & Spa Bali
Indonesia,,Sanur,Lantang Hidung 2,0,,Villa Jasmin Sanur
Indonesia,,Lovina,"Jl. Damai - Lovina, Singaraja",0,,Villa Hilda
Indonesia,,Ungasan,Jl. Toyaning Br. Wanagiri,0,,The Woods Homestay
Indonesia,,Kerobokan,"Jl. Raya Semer, Gang Tunjung Mekar No. 16",0,,Zappa Bali Hostel
Indonesia,,Canggu,Jalan Raya Batu Bolong No. 4,0,,House Batu
Indonesia,,Seminyak,Jl. Raya Seminyak / Gang Anyelir No.5,0,,Villa Montana Seminyak
Indonesia,,Canggu,"Jl. Subak Sari, Banjar Tegal Gundul - Tibubeneng ",0,,Bali Blue Duck Villa
Indonesia,,Canggu,Jalan Raya Babakan,0,,Villa Umah Canggu
Indonesia,,Ubud,"Br. Tatiapi Kaja, ",0,,Ubud Atrium
Indonesia,,Amed,"Jl. Amed, Purwakerti, Abang, Karangasem",0,,Bertemu Kamu
Indonesia,,Lovina,Jl. Seruni Kalibukbuk,0,,Villa Nia
Indonesia,,Kerobokan,Banjar Kuwum / Semer,0,,Villa Cantik Kerobokan Hotel
Indonesia,,Denpasar,Jl. Pidada V No. 22 ,0,,Pelangi Bali Homestay
Indonesia,,Buwit,Different locations in Tabanan,0,,Sakova Villas Tanah Lot
Indonesia,,Toya Bungkah,"Jalan Umum, Desa Songan, Dr. Dalem, Toya Bungkah",0,,Batur Bungalow
Indonesia,,Seminyak,"Jl. Bidadari 2F, Banjar Taman, Mertanadi",0,,Villa Celine Seminyak
Indonesia,,Jimbaran,Jalan Nusa Dua ,0,,Villa Pacifica Residence
Indonesia,,Candi Dasa,"Jl. Puri Bagus, Dusun Samuh",0,,Hotel Ida Candidasa
