,Brand,,,Model Number,Cost Price,Discontinued,NEW,All Best-seller,Ray-Ban Best-seller
,Roberto Cavalli,,,RC1016 52F 58,89,NO,NO,NO,NO
,Gucci,,,GG 1150/S O56 57,89.58,NO,NO,NO,NO
,Gucci,,,GG 3632/N/S Z96 57,89.58,NO,NO,NO,NO
,Gucci,,,GG 3815/S KCL 51,89.58,NO,NO,NO,NO
,Gucci,,,GG 3815/S Y6C 51,89.58,NO,NO,NO,NO
,Ray-Ban,,,RB8316 029/N8 62,89.8,NO,NO,NO,NO
,Alexander McQueen,,,AM0002S 001 51,90,NO,NO,NO,NO
,Alexander McQueen,,,AM0002S 002 51,90,NO,NO,NO,NO
,Alexander McQueen,,,AM0002S 004 51,90,NO,NO,NO,NO
,Alexander McQueen,,,AM0003S 001 56,90,NO,NO,NO,NO
,Alexander McQueen,,,AM0003S 002 56,90,NO,NO,NO,NO
,Alexander McQueen,,,AM0037S 002 56,90,NO,NO,NO,NO
,Alexander McQueen,,,AM0037S 004 56,90,NO,NO,NO,NO
,Tom Ford,,,FT0429 74F 54,90,NO,NO,NO,NO
,Tom Ford,,,FT0430 05B 56,90,NO,NO,NO,NO
,Tom Ford,,,FT0430 20P 56,90,NO,NO,NO,NO
,Tom Ford,,,FT0430 56F 56,90,NO,NO,NO,NO
,Tom Ford,,,FT0430 59G 56,90,NO,NO,NO,NO
,Tom Ford,,,FT0494 01N 54,90,NO,NO,NO,NO
,Tom Ford,,,FT0494 52E 54,90,NO,NO,NO,NO
,Tom Ford,,,FT0494 53Y 54,90,NO,NO,NO,NO
,Saint Laurent,,,SL 63 002 52,90,NO,NO,NO,NO
,Saint Laurent,,,SL 63 005 52,90,NO,NO,NO,NO
,Saint Laurent,,,SL 67 005 54,90,NO,NO,NO,NO
,Saint Laurent,,,SL 98 California 003 54,90,NO,NO,YES,NO
,Dolce & Gabbana,,,DG2151 01/71 59,90.52,NO,NO,NO,NO
,Dolce & Gabbana,,,DG2151 110687 59,90.52,NO,NO,NO,NO
,Dolce & Gabbana,,,DG4271 292573 56,90.52,NO,NO,NO,NO
,Dolce & Gabbana,,,DG4271 501/87 56,90.52,NO,NO,NO,NO
,Persol,,,PO3132S 95/31 51,90.52,NO,NO,NO,NO
,Hugo Boss,,,BOSS 0637/S HXA 60,90.83,NO,NO,NO,NO
,Paul Smith,,,PM4078S 5063R8 58,91.64,NO,NO,NO,NO
,Gucci,,,GG 3808/S KCL 51,91.67,NO,NO,NO,NO
,Gucci,,,GG 3808/S R4I 51,91.67,NO,NO,NO,NO
,Gucci,,,GG 3808/S Y6C 51,91.67,NO,NO,NO,NO
,Marc Jacobs,,,MJ 585/S 807 55,91.67,NO,NO,NO,NO
,Tom Ford,,,FT0330 56F 57,92,NO,NO,NO,NO
,Tom Ford,,,FT0336 05K 52,92,NO,NO,NO,NO
,Tom Ford,,,FT0336 55J 52,92,NO,NO,NO,NO
,Oakley,,,OO9290 14 31,92.89,NO,NO,NO,NO
,MIU MIU,,,MU 02RS 7S00A3 67,93.32,NO,NO,NO,NO
,MIU MIU,,,MU 02RS 7S31L0 67,93.32,NO,NO,NO,NO
,MIU MIU,,,MU 02RS UAG0A7 67,93.32,NO,NO,NO,NO
,MIU MIU,,,MU 02RS UAH3H0 67,93.32,NO,NO,NO,NO
,MIU MIU,,,MU 04RS 7S31L0 67,93.32,NO,NO,YES,NO
,MIU MIU,,,MU 10NS 1AB1A1 55,93.32,NO,NO,YES,NO
,MIU MIU,,,MU 10NS 1AB3M1 55,93.32,NO,NO,YES,NO
,MIU MIU,,,MU 10NS 1BO2D2 55,93.32,NO,NO,YES,NO
,MIU MIU,,,MU 10NS HAO4N0 55,93.32,NO,NO,YES,NO
,MIU MIU,,,MU 10NS IAH1A1 55,93.32,NO,NO,YES,NO
,Ray-Ban,,,RB8313 002/K7 58,93.41,NO,NO,YES,YES
,Ray-Ban,,,RB8313 004/K6 58,93.41,NO,NO,YES,YES
,Saint Laurent,,,BOLD 1 004 54,94,NO,NO,YES,NO
,Chloe,,,CE665S 214 60,94,NO,NO,NO,NO
,Chloe,,,CE666/S 218 57,94,NO,NO,NO,NO
,Chloe,,,CE688/S 036 54,94,NO,NO,NO,NO
,Chloe,,,CE688/S 214 54,94,NO,NO,NO,NO
,Chloe,,,CE688/S 303 54,94,NO,NO,NO,NO
,Chloe,,,CE688/S 799 54,94,NO,NO,NO,NO
,Chloe,,,CE688/S 971 54,94,NO,NO,NO,NO
,Saint Laurent,,,CLASSIC 11 009 59,94,NO,NO,NO,NO
,Saint Laurent,,,CLASSIC 11 012 59,94,NO,NO,NO,NO
,Saint Laurent,,,CLASSIC 8 002 57,94,NO,NO,NO,NO
,Saint Laurent,,,CLASSIC 8 003 57,94,NO,NO,NO,NO
,Tom Ford,,,FT0431 01Z 50,94,NO,NO,NO,NO
,Tom Ford,,,FT0431 41W 50,94,NO,NO,NO,NO
,Tom Ford,,,FT0431 74S 50,94,NO,NO,NO,NO
,Tom Ford,,,FT0434 52K 58,94,NO,NO,NO,NO
,Tom Ford,,,FT0434 83T 58,94,NO,NO,NO,NO
,Saint Laurent,,,SL 1 002 59,94,NO,NO,YES,NO
,Saint Laurent,,,SL 1 003 59,94,NO,NO,NO,NO
,Saint Laurent,,,SL 28 002 49,94,NO,NO,NO,NO
,Saint Laurent,,,SL 51 003 50,94,NO,NO,NO,NO
,Saint Laurent,,,SL 57 001 49,94,NO,NO,NO,NO
,Persol,,,PO3127S 24/57 52,94.14,NO,NO,NO,NO
,Prada,,,PR 55RS 75S4J1 58,94.46,NO,NO,NO,NO
,Prada,,,PR 55RS MA10A7 58,94.46,NO,NO,NO,NO
,Tom Ford,,,FT0058 05K 52,95,NO,NO,NO,NO
,Tom Ford,,,FT0058 0B5 52,95,NO,NO,NO,NO
,Tom Ford,,,FT0459 05B 55,95,NO,NO,NO,NO
,Tom Ford,,,FT0459 38F 55,95,NO,NO,NO,NO
,Tom Ford,,,FT0459 56F 55,95,NO,NO,NO,NO
,Tom Ford,,,FT0459 71F 55,95,NO,NO,NO,NO
,Tom Ford,,,FT0464 01W 61,95,NO,NO,NO,NO
,Tom Ford,,,FT0464 52N 61,95,NO,NO,NO,NO
,Tom Ford,,,FT0465 01V 59,95,NO,NO,NO,NO
,Tom Ford,,,FT0465 20B 59,95,NO,NO,NO,NO
,Fendi,,,FF 0154/S UDS 54,95.42,NO,NO,NO,NO
,Tom Ford,,,FT0433 01W 60,96,NO,NO,NO,NO
,Tom Ford,,,FT0444 01A 59,96,NO,NO,NO,NO
,Tom Ford,,,FT0444 52W 59,96,NO,NO,NO,NO
,Tom Ford,,,FT0444 54J 59,96,NO,NO,NO,NO
,Tom Ford,,,FT0445 20A 58,96,NO,NO,NO,NO
,Tom Ford,,,FT0445 52B 56,96,NO,NO,NO,NO
,Tom Ford,,,FT0446 01V 57,96,NO,NO,NO,NO
,Tom Ford,,,FT0446 52K 57,96,NO,NO,NO,NO
,Tom Ford,,,FT0470 01N 58,96,NO,NO,NO,NO
,Tom Ford,,,FT0470 05A 58,96,NO,NO,NO,NO
,Tom Ford,,,FT0470 56E 58,96,NO,NO,NO,NO
,Oakley,,,OO4086 08 61,96.86,NO,NO,YES,NO
,Oakley,,,OO4106 03 58,96.86,NO,NO,NO,NO
,Oakley,,,OO4107 03 60,96.86,NO,NO,NO,NO
,Alexander McQueen,,,AM0008S 001 59,98,NO,NO,NO,NO
,Alexander McQueen,,,AM0012S 002 58,98,NO,NO,NO,NO
,Alexander McQueen,,,AM0012S 003 58,98,NO,NO,YES,NO
,Saint Laurent,,,BOLD 1 003 54,98,NO,NO,NO,NO
,Saint Laurent,,,BOLD 2 003 49,98,NO,NO,NO,NO
,Chloe,,,CE114/S 724 62,98,NO,NO,YES,NO
,Chloe,,,CE114/S 733 62,98,NO,NO,YES,NO
,Chloe,,,CE114/S 734 62,98,NO,NO,YES,NO
,Chloe,,,CE114/S 737 62,98,NO,NO,YES,NO
,Chloe,,,CE114/S 784 62,98,NO,NO,YES,NO
,Chloe,,,CE119/S 786 60,98,NO,NO,NO,NO
,Chloe,,,CE119S 733 60,98,NO,NO,NO,NO
,Chloe,,,CE119S 734 60,98,NO,NO,NO,NO
,Chloe,,,CE120/S 736 58,98,NO,NO,YES,NO
,Chloe,,,CE120/S 750 58,98,NO,NO,NO,NO
,Chloe,,,CE121/S 743 61,98,NO,NO,YES,NO
,Chloe,,,CE121/S 785 61,98,NO,NO,YES,NO
,Chloe,,,CE123/S 731 56,98,NO,NO,NO,NO
,Chloe,,,CE123/S 735 56,98,NO,NO,NO,NO
,Chloe,,,CE123/S 743 56,98,NO,NO,NO,NO
,Tom Ford,,,FT0361 50F 55,98,NO,NO,NO,NO
,Tom Ford,,,FT0450 02N 61,98,NO,NO,NO,NO
,Tom Ford,,,FT0450 09B 61,98,NO,NO,NO,NO
,Tom Ford,,,FT0450 28P 61,98,NO,NO,NO,NO
,Tom Ford,,,FT0450 49K 61,98,NO,NO,NO,NO
,Tom Ford,,,FT0451 02B 60,98,NO,NO,NO,NO
,Tom Ford,,,FT0451 09C 60,98,NO,NO,NO,NO
,Tom Ford,,,FT0451 16W 60,98,NO,NO,NO,NO
,Tom Ford,,,FT0451 49K 60,98,NO,NO,NO,NO
,Tom Ford,,,FT0452 02T 57,98,NO,NO,NO,NO
,Tom Ford,,,FT0452 53Z 57,98,NO,NO,NO,NO
,Tom Ford,,,FT0453 01P 57,98,NO,NO,NO,NO
,Tom Ford,,,FT0453 52N 57,98,NO,NO,NO,NO
,Tom Ford,,,FT0453 53F 57,98,NO,NO,NO,NO
,Tom Ford,,,FT0454 52K 64,98,NO,NO,NO,NO
,Tom Ford,,,FT0454 59K 64,98,NO,NO,NO,NO
,Tom Ford,,,FT0455 01K 62,98,NO,NO,NO,NO
,Tom Ford,,,FT0455 52F 62,98,NO,NO,NO,NO
,Tom Ford,,,FT0455 81Z 62,98,NO,NO,NO,NO
,Tom Ford,,,FT0455 96P 62,98,NO,NO,NO,NO
,Tom Ford,,,FT0473 01V 57,98,NO,NO,NO,NO
,Tom Ford,,,FT0473 39Y 53,98,NO,NO,NO,NO
,Tom Ford,,,FT0473 52N 53,98,NO,NO,NO,NO
,Roberto Cavalli,,,RC1013 34B 58,98,NO,NO,NO,NO
,Stella McCartney,,,SC0017S 001 51,98,NO,NO,NO,NO
,Stella McCartney,,,SC0017S 002 51,98,NO,NO,NO,NO
,Stella McCartney,,,SC0018S 001 50,98,NO,NO,NO,NO
,Stella McCartney,,,SC0018S 003 50,98,NO,NO,NO,NO
,Stella McCartney,,,SC0018S 004 50,98,NO,NO,NO,NO
,Stella McCartney,,,SC0019S 001 54,98,NO,NO,NO,NO
,Saint Laurent,,,SL 108 SURF 001 52,98,NO,NO,NO,NO
,Saint Laurent,,,SL 108 SURF 002 52,98,NO,NO,NO,NO
,Saint Laurent,,,SL 108 SURF 003 52,98,NO,NO,NO,NO
,Saint Laurent,,,SL 28 003 49,98,NO,NO,NO,NO
,Saint Laurent,,,SL 63 003 52,98,NO,NO,NO,NO
,Saint Laurent,,,SL 67 001 54,98,NO,NO,NO,NO
,Saint Laurent,,,SL 67 003 54,98,NO,NO,NO,NO
,Giorgio Armani,,,AR8067 530958 53,98.23,NO,NO,NO,NO
,Tom Ford,,,FT0008 38F 61,99,NO,NO,NO,NO
,Jimmy Choo,,,GIORGY/S QCN 57,99.58,NO,NO,NO,NO
,Jimmy Choo,,,GIORGY/S QD3 57,99.58,NO,NO,NO,NO
,Jimmy Choo,,,GIORGY/S QD9 57,99.58,NO,NO,NO,NO
,Marc Jacobs,,,MJ 587/S 51Q 52,99.58,NO,NO,NO,NO
,Marc Jacobs,,,MJ 587/S 52I 52,99.58,NO,NO,NO,NO
,Marc Jacobs,,,MJ 587/S PXP 52,99.58,NO,NO,NO,NO
,Jimmy Choo,,,TORA/S QBE 57,99.58,NO,NO,NO,NO
,Jimmy Choo,,,TORA/S QBQ 57,99.58,NO,NO,NO,NO
,Saint Laurent,,,BOLD 1 002 54,100,NO,NO,YES,NO
,Saint Laurent,,,CLASSIC 11 008 59,100,NO,NO,NO,NO
,Tom Ford,,,FT0461 05W 56,100,NO,NO,NO,NO
,Tom Ford,,,FT0461 52G 56,100,NO,NO,NO,NO
,Tom Ford,,,FT0466 05N 61,100,NO,NO,NO,NO
,Tom Ford,,,FT0466 13C 61,100,NO,NO,NO,NO
,Tom Ford,,,FT0466 29P 61,100,NO,NO,NO,NO
,Tom Ford,,,FT0466 50J 61,100,NO,NO,NO,NO
,Tom Ford,,,FT0493 01N 54,100,NO,NO,NO,NO
,Tom Ford,,,FT0493 52E 54,100,NO,NO,NO,NO
,Tom Ford,,,FT0493 52N 54,100,NO,NO,NO,NO
,Tom Ford,,,FT0493 53V 54,100,NO,NO,NO,NO
,Gucci,,,GG 2274/S KJ1 59,100,NO,NO,NO,NO
,Gucci,,,GG 3804/S CRX 57,100,NO,NO,NO,NO
,Saint Laurent,,,SL 57 003 49,100,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER J77,100,NO,NO,NO,NO
,MIU MIU,,,MU 08RS 1AB0A7 49,100.23,NO,NO,NO,NO
,MIU MIU,,,MU 08RS TV14K0 49,100.23,NO,NO,NO,NO
,MIU MIU,,,MU 54QS 1AB3E2 56,100.23,NO,NO,YES,NO
,MIU MIU,,,MU 54QS UBC3D0 56,100.23,NO,NO,YES,NO
,Ray-Ban,,,RB3016M 1180R5 51,100.62,NO,NO,NO,NO
,Ray-Ban,,,RB3016M 11824E 51,100.62,NO,NO,NO,NO
,Tom Ford,,,FT0448 08B 56,101,NO,NO,NO,NO
,Tom Ford,,,FT0448 14P 56,101,NO,NO,NO,NO
,Tom Ford,,,FT0448 33F 56,101,NO,NO,NO,NO
,Tom Ford,,,FT0448 48Z 56,101,NO,NO,NO,NO
,Giorgio Armani,,,AR6016J 30014U 51,102.01,NO,NO,NO,NO
,Giorgio Armani,,,AR6016J 300283 51,102.01,NO,NO,NO,NO
,Giorgio Armani,,,AR6031 300383 58,102.01,NO,NO,NO,NO
,Prada,,,PR 09QS UAO1L0 49,102.01,NO,NO,NO,NO
,Prada,,,PR 13SS 1AB0A7 54,102.01,NO,NO,NO,NO
,Prada,,,PR 13SS 7S00A7 54,102.01,NO,NO,NO,NO
,Prada,,,PR 13SS UE04K0 54,102.01,NO,NO,NO,NO
,Prada,,,PR 13SS UEZ4K1 54,102.01,NO,NO,NO,NO
,Prada,,,PR 51RS 7CQ5Z1 60,102.01,NO,NO,NO,NO
,Fendi,,,FF 0118/S AQM 52,102.08,NO,NO,NO,NO
,Marc Jacobs,,,MJ 590/S BBK 48,102.08,NO,NO,NO,NO
,Marc Jacobs,,,MJ 590/S BCG 48,102.08,NO,NO,NO,NO
,Chloe,,,CE121/S 744 61,103,NO,NO,NO,NO
,Chloe,,,CE122/S 744 59,103,NO,NO,NO,NO
,Chloe,,,CE122/S 750 59,103,NO,NO,NO,NO
,Chloe,,,CE122/S 785 59,103,NO,NO,NO,NO
,Chloe,,,CE124/S 744 60,103,NO,NO,NO,NO
,Chloe,,,CE702/S 035 56,103,NO,NO,NO,NO
,Chloe,,,CE702/S 038 56,103,NO,NO,NO,NO
,Chloe,,,CE702/S 273 56,103,NO,NO,NO,NO
,Chloe,,,CE702/S 725 56,103,NO,NO,NO,NO
,Chloe,,,CE702/S 749 56,103,NO,NO,NO,NO
,Tom Ford,,,FT0375 02N 59,104,NO,NO,YES,NO
,Tom Ford,,,FT0376 02N 58,104,NO,NO,NO,NO
,Oakley,,,OO9181 23 38,104.67,NO,NO,NO,NO
,Tom Ford,,,FT0436 01B 53,105,NO,NO,NO,NO
,Tom Ford,,,FT0436 20B 53,105,NO,NO,NO,NO
,Tom Ford,,,FT0436 83T 53,105,NO,NO,NO,NO
,Tom Ford,,,FT0460 01C 58,105,NO,NO,NO,NO
,Tom Ford,,,FT0460 01F 58,105,NO,NO,NO,NO
,Tom Ford,,,FT0460 52G 58,105,NO,NO,NO,NO
,Roberto Cavalli,,,RC1011 28F 61,105,NO,NO,NO,NO
,Roberto Cavalli,,,RC1011 34Z 61,105,NO,NO,NO,NO
,Stella McCartney,,,SC0011S 001 49,105,NO,NO,NO,NO
,Stella McCartney,,,SC0011S 002 49,105,NO,NO,NO,NO
,Stella McCartney,,,SC0011S 003 49,105,NO,NO,NO,NO
,Stella McCartney,,,SC0011S 004 49,105,NO,NO,NO,NO
,Stella McCartney,,,SC0021S 001 51,105,NO,NO,NO,NO
,Stella McCartney,,,SC0022S 001 52,105,NO,NO,NO,NO
,Stella McCartney,,,SC0022S 002 52,105,NO,NO,NO,NO
,Saint Laurent,,,SL 108 001 52,105,NO,NO,NO,NO
,Saint Laurent,,,SL 108 002 52,105,NO,NO,NO,NO
,Tom Ford,,,FT0378 28J 60,106,NO,NO,NO,NO
,Tom Ford,,,FT0378 28W 60,106,NO,NO,NO,NO
,Tom Ford,,,FT0009S 0B5 64,107,NO,NO,NO,NO
,Tom Ford,,,FT0009S 199 64,107,NO,NO,NO,NO
,Tom Ford,,,FT0009S 692 64,107,NO,NO,NO,NO
,Tom Ford,,,FT0035 753 62,107,NO,NO,NO,NO
,Tom Ford,,,FT0035 772 62,107,NO,NO,NO,NO
,Tom Ford,,,FT0279S 01B 53,107,NO,NO,NO,NO
,Marc Jacobs,,,MJ 592/S 53X 57,107.92,NO,NO,NO,NO
,Marc Jacobs,,,MJ 592/S 546 57,107.92,NO,NO,NO,NO
,Jimmy Choo,,,RAFFY/S QA8 47,108.33,NO,NO,NO,NO
,Jimmy Choo,,,RAFFY/S QAN 47,108.33,NO,NO,NO,NO
,Jimmy Choo,,,RAFFY/S QAR 47,108.33,NO,NO,NO,NO
,Persol,,,PO3132S 108/58 51,108.63,NO,NO,NO,NO
,Tom Ford,,,FT0237 05B 52,109,NO,NO,YES,NO
,Tom Ford,,,FT0237 05J 50,109,NO,NO,YES,NO
,Tom Ford,,,FT0237 52N 50,109,NO,NO,YES,NO
,Tom Ford,,,FT0290 01F 53,109,NO,NO,NO,NO
,Tom Ford,,,FT0362 01B 59,109,NO,NO,NO,NO
,Tom Ford,,,FT0362 50F 59,109,NO,NO,NO,NO
,Tom Ford,,,FT0380 02B 61,109,NO,NO,NO,NO
,Tom Ford,,,FT0368 01A 59,110,NO,NO,NO,NO
,Tom Ford,,,FT0371 01B 57,110,NO,NO,YES,NO
,Tom Ford,,,FT0371 20B 57,110,NO,NO,NO,NO
,Tom Ford,,,FT0371 53F 57,110,NO,NO,YES,NO
,Tom Ford,,,FT0392 02W 52,110,NO,NO,YES,NO
,Tom Ford,,,FT0463 52K 60,110,NO,NO,NO,NO
,Tom Ford,,,FT0463 92W 60,110,NO,NO,NO,NO
,Tom Ford,,,FT0463 98K 60,110,NO,NO,NO,NO
,Tom Ford,,,FT0468 53P 58,110,NO,NO,NO,NO
,Tom Ford,,,FT0468 56W 58,110,NO,NO,NO,NO
,Alexander McQueen,,,AM0001S 001 52,111,NO,NO,NO,NO
,Tom Ford,,,FT0346 01V 55,111,NO,NO,YES,NO
,Fendi,,,FF 0136/S NY1 51,112.5,NO,NO,YES,NO
,Oakley,,,OO9302 01 62,113.52,NO,NO,NO,NO
,Roberto Cavalli,,,RC1014 01B 56,114,NO,NO,NO,NO
,Roberto Cavalli,,,RC1014 52G 56,114,NO,NO,NO,NO
,MIU MIU,,,MU 01RS DHE0A7 67,114.06,NO,NO,NO,NO
,MIU MIU,,,MU 01RS PC80A3 67,114.06,NO,NO,NO,NO
,MIU MIU,,,MU 01RS UES0A7 67,114.06,NO,NO,NO,NO
,MIU MIU,,,MU 01RS UEU1E2 67,114.06,NO,NO,NO,NO
,Alexander McQueen,,,AM0018S 001 63,115,NO,NO,NO,NO
,Alexander McQueen,,,AM0018S 002 63,115,NO,NO,NO,NO
,Alexander McQueen,,,AM0018S 003 63,115,NO,NO,NO,NO
,Alexander McQueen,,,AM0019S 003 63,115,NO,NO,NO,NO
,Alexander McQueen,,,AM0019S 004 63,115,NO,NO,NO,NO
,Alexander McQueen,,,AM0020S 001 59,115,NO,NO,NO,NO
,Alexander McQueen,,,AM0020S 002 59,115,NO,NO,NO,NO
,Alexander McQueen,,,AM0021S 001 58,115,NO,NO,NO,NO
,Alexander McQueen,,,AM0021S 004 58,115,NO,NO,NO,NO
,Tom Ford,,,FT0399 01N 50,115,NO,NO,NO,NO
,Tom Ford,,,FT0433 02B 60,115,NO,NO,NO,NO
,Tom Ford,,,FT0374 15B 61,117,NO,NO,NO,NO
,Tom Ford,,,FT0374 28G 61,117,NO,NO,NO,NO
,Tom Ford,,,FT0374 28X 61,117,NO,NO,NO,NO
,Tom Ford,,,FT0393 28X 61,117,NO,NO,NO,NO
,Oakley,,,OO9302 02 62,117.36,NO,NO,NO,NO
,Tom Ford,,,FT0248 52A 51,118,NO,NO,NO,NO
,Tom Ford,,,FT0248 55J 51,118,NO,NO,NO,NO
,Ray-Ban,,,RB3016M 118158 51,118.65,NO,NO,NO,NO
,Fendi,,,FF 0138/S N71 52,118.75,NO,NO,NO,NO
,Fendi,,,FF 0149/S KKL 54,118.75,NO,NO,NO,NO
,Fendi,,,FF 0149/S TLV 54,118.75,NO,NO,NO,NO
,Gucci,,,GG 4283/S ANW 55,118.75,NO,NO,NO,NO
,Gucci,,,GG 4283/S CRX 55,118.75,NO,NO,NO,NO
,Gucci,,,GG 4283/S CSA 55,118.75,NO,NO,NO,NO
,Gucci,,,GG 4283/S R40 55,118.75,NO,NO,NO,NO
,Jimmy Choo,,,MEGAN 1VD 53,118.75,NO,NO,NO,NO
,Tom Ford,,,FT0334 02W 59,120,NO,NO,YES,NO
,Tom Ford,,,FT0334S 01P 59,120,NO,NO,YES,NO
,Tom Ford,,,FT0334S 56K 59,120,NO,NO,NO,NO
,Tom Ford,,,FT0335 02W 60,120,NO,NO,YES,NO
,Tom Ford,,,FT0335S 01P 60,120,NO,NO,YES,NO
,Tom Ford,,,FT0335S 56K 60,120,NO,NO,YES,NO
,Tom Ford,,,FT0461 59B 56,120,NO,NO,NO,NO
,Tom Ford,,,FT0466 17D 61,120,NO,NO,NO,NO
,Prada,,,PR 27RS UBT0A7 55,120.9,NO,NO,NO,NO
,Tom Ford,,,FT0285 01J 61,121,NO,NO,NO,NO
,Fendi,,,FF 0060/S W43 52,122.92,NO,NO,NO,NO
,Tom Ford,,,FT0373 01B 56,123,NO,NO,NO,NO
,Fendi,,,FF 0179/S TKT 53,125,NO,NO,NO,NO
,Tom Ford,,,FT0375 05R 59,126,NO,NO,NO,NO
,Tom Ford,,,FT0378 10D 60,127,NO,NO,NO,NO
,Oakley,,,OO9181 53 38,127.72,NO,NO,NO,NO
,Tom Ford,,,FT0463 02R 60,130,NO,NO,NO,NO
,Saint Laurent,,,SL 100 LOU 003 48,130,NO,NO,NO,NO
,Prada,,,PR 26SV 1AB1O1 51,131.96,NO,NO,NO,NO
,Tom Ford,,,FT0367 01D 57,132,NO,NO,YES,NO
,Giorgio Armani,,,AR8065H 501711 52,132.24,NO,NO,NO,NO
,Giorgio Armani,,,AR8065H 502613 52,132.24,NO,NO,NO,NO
,Fendi,,,FF 0117/S IBZ 49,132.92,NO,NO,NO,NO
,Fendi,,,FF 0137/S NUG 49,132.92,NO,NO,NO,NO
,Fendi,,,FF 0176/S 003 53,132.92,NO,NO,NO,NO
,Fendi,,,FF 0176/S TLP 53,132.92,NO,NO,NO,NO
,Tom Ford,,,FT0437 05R 54,133,NO,NO,NO,NO
,Fendi,,,FF 0041/S VIO 52,141.25,NO,NO,NO,NO
,Dolce & Gabbana,,,DG4267 29988G 53,152.08,NO,NO,NO,NO
,Oakley,,,OO9174 03 66,156.43,NO,NO,NO,NO
,Bvlgari,,,BV8162B 504/13 55,165.9,NO,NO,NO,NO
,Prada,,,PR 15SS 1AB0A7 53,181.36,NO,NO,NO,NO
,Emporio Armani,,,EA4063 546487 58,49.12,YES,NO,NO,NO
,Gucci,,,GG 4283/S U29 55,118.75,YES,NO,NO,NO
,Hugo Boss,,,BOSS 0517/S 807 58,70.42,YES,NO,NO,NO
,MIU MIU,,,MU 54QS 1BO0A7 56,100.23,YES,NO,NO,NO
,MIU MIU,,,MU 06OS HAO2E2 53,86.41,YES,NO,NO,NO
,Ray-Ban,,,RB2132 6182 55,46.53,YES,NO,NO,NO
,Ray-Ban,,,RB3016M 1179 51,100.62,YES,NO,NO,NO
,Ray-Ban,,,RB4216 601/11 56,50.13,YES,NO,NO,NO
,Ray-Ban,,,RB4105 601S2K 50,57.34,YES,NO,NO,NO
,Ray-Ban,,,RB4214 609283 59,64.56,YES,NO,NO,NO
,Ray-Ban,,,RB3025 167/2K 58,57.34,YES,NO,NO,NO
,Ray-Ban,,,RB2140 1160 50,53.74,YES,NO,NO,NO
,Ray-Ban,,,RB3016 11594E 49,53.74,YES,NO,NO,NO
,Versace,,,VE4308 514813 54,60.44,YES,NO,NO,NO
,Versace,,,VE4308 GB1/11 54,60.44,YES,NO,NO,NO
,Wildfox,,,EMTFON0001,59,YES,NO,NO,NO
,Alexander McQueen,,,AM0008S 002 59,98,NO,NO,NO,NO
,Oakley,,,OO4060 06 61,77.01,NO,NO,NO,NO
,Ray-Ban,,,RB2132 61844E 52,46.53,NO,NO,NO,NO
,Ray-Ban,,,RB4226 618871 56,46.53,NO,NO,NO,NO
,Ray-Ban,,,RB8056 176/3R 51,78.99,NO,NO,NO,NO
,Ray-Ban,,,RB4228 618588 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB8056 175/6Q 51,78.99,NO,NO,NO,NO
,Ray-Ban,,,RB3532 001 47,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB4231 619488 65,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4243 622519 49,42.92,NO,NO,NO,NO
,Ray-Ban,,,RB4235 618740 57,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4232 619671 57,42.92,NO,NO,NO,NO
,Ray-Ban,,,RB4242 619973 49,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3529 006/82 61,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB2132 619285 52,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB2140 119268 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB8056 175/55 51,78.99,NO,NO,NO,NO
,Ray-Ban,,,RB2140 116371 50,71.77,NO,NO,NO,NO
,Ray-Ban,,,RB2140 1157 50,53.74,NO,NO,NO,NO
,Ray-Ban Junior,,,RJ9035S 100/71 44,21.07,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9057S 152/73 50,24.65,NO,YES,YES,YES
,Ray-Ban Junior,,,RJ9052S 178/80 48,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9506S 211/7E 50,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9506S 200/71 50,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9052S 177/87 47,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9062S 701473 48,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9062S 701780 48,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9048S 175/71 52,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9052S 100/71 47,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9537S 200/2 40,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9048S 173/11 52,24.65,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9506S 201/55 50,28.22,NO,YES,YES,YES
,Ray-Ban Junior,,,RJ9062S 70156G 48,28.22,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9052S 100S55 48,28.22,NO,YES,NO,NO
