"_type","ambientes","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","","2
		
				Baños","Departamento muy bien ubicado en Planta Baja, recién remodelado. Cuenta con estacionamiento para 4 autos, Sala, Comedor, 2 recámaras con closet que comparten baño completo, Family room con baño completo, Cocina integral de madera, Alacena de madera. Tiene un patio largo con jardín, barda alta con maya verde y un árbol","Departamento
													
Precio Venta
																	
MN 3,200,000
160m² Superficie de terreno
120m² Superficie construída
2 Recámaras
2 Baños
4 Estacionamientos
Antigüedad: A estrenar","Departamento muy bien ubicado en Planta Baja, recién remodelado. Cuenta con estacionamiento para 4 autos, Sala, Comedor, 2 recámaras con closet que comparten baño completo, Family room con baño completo, Cocina integral de madera, Alacena de madera. Tiene un patio largo con jardín, barda alta con maya verde y un árbol","/propiedades/departamento-en-venta-chepevera-en-monterrey-pro2902-51965919.html","construidos","","","2
			
					Recámaras","_","_","MN 3,200,000","","Departamento en Venta, Chepevera en Monterrey Pro2902","_","_"
"Inmuebles24Item","","2
		
				Baños","Departamento diseñado por arquitectos reconocidos a nivel mundial. Todo lo que necesitas en un solo lugar. Disfruta de amplios espacios de áreas verdes y jardines que promueven la vida en familia, donde todos los integrantes encuentran espacio para vivir, disfrutar y desarrollarse. *Precio de departamentos varía de acuerdo a la vista y altura, fotos pueden variar!* Sala-comedor Cocina integral con estufa y campana Área de lavandería Recámara principal con walking closet y baño completo Recámara con closet Baño completo Estudio Terraza 2 cajones de estacionamiento (uno atrás de otro) Área desde 100 mts2 hasta 147.48 mts2 (ya incluye el área de terraza) Precios desde $3,976,000 hasta $4,370,000 Se entregan los departamentos completamente terminados. Entregados con boiler, estufa, campana, cocina integral, closets, pintado en color blanco y spots. Amenidades: Alberca Patios y jardines Salón de usos múltiples Vitapista de 1.5 km Controles de acceso 2 elevadores camilleros y escaleras de emergencia por torre Parque exclusivo (para residentes) con asadores, área dejuegos infantiles y área para mascotas. Seguridad 24/7 y monitoreo con sistemas de circuito cerrado El mantenimiento incluye: vigilancia las 24 horas, áreas verdes, alberca, de las áreas comunes la limpieza, el agua y la luz. Se regala la inscripción al gimnasio que tiene en la plaza comercial. *Cajón extra y bodegas opcionales para venta* Otras Características: Tipo de Clima: Minisplit, Vigilancia: SI,","Departamento
													
Precio Venta
																	
MN 3,976,000
100m² Superficie de terreno
100m² Superficie construída
2 Recámaras
2 Baños
Antigüedad: A estrenar","Departamento diseñado por arquitectos reconocidos a nivel mundial. Todo lo que necesitas en un solo lugar. Disfruta de amplios espacios de áreas verdes y jardines que promueven la vida en familia, donde todos los integrantes encuentran espacio para vivir, disfrutar y desarrollarse. *Precio de departamentos varía de acuerdo a la vista y altura, fotos pueden variar!* Sala-comedor Cocina integral con estufa y campana Área de lavandería Recámara principal con walking closet y baño completo Recámara con closet Baño completo Estudio Terraza 2 cajones de estacionamiento (uno atrás de otro) Área desde 100 mts2 hasta 147.48 mts2 (ya incluye el área de terraza) Precios desde $3,976,000 hasta $4,370,000 Se entregan los departamentos completamente terminados. Entregados con boiler, estufa, campana, cocina integral, closets, pintado en color blanco y spots. Amenidades: Alberca Patios y jardines Salón de usos múltiples Vitapista de 1.5 km Controles de acceso 2 elevadores camilleros y escaleras de emergencia por torre Parque exclusivo (para residentes) con asadores, área dejuegos infantiles y área para mascotas. Seguridad 24/7 y monitoreo con sistemas de circuito cerrado El mantenimiento incluye: vigilancia las 24 horas, áreas verdes, alberca, de las áreas comunes la limpieza, el agua y la luz. Se regala la inscripción al gimnasio que tiene en la plaza comercial. *Cajón extra y bodegas opcionales para venta* Otras Características: Tipo de Clima: Minisplit, Vigilancia: SI,","/propiedades/04-dv-d075-ladrillera-51532832.html","totales","","Alberca (TRUE)
Frente a parque (TRUE)","2
			
					Recámaras","100 m²
			totales","_","MN 3,976,000","Calefacción (TRUE)","04 - Dv - 2075 Ladrillera","_","_"
"Inmuebles24Item","Bodega(s) (1)
Estudio 
Sala de música y cine 
Salón de Fiestas 
Salón de usos múltiples 
Cuarto de TV","3
		
				Baños","COVA 2 3 Recámaras 3.5Baños 173 Metros Cuadrados de Construcción $3`777,750 DEPTO DE LUJO SEMI-NUEVO!!! TOTALMENTE EQUIPADO MINISPLITS NUEVOS!!! COCINA INTEGRAL CON BARRA DE GRANITO, CLOSETS DE LUJO, 3 RECAMARAS, DISFRUTE EL AMPLIO BALCON DOBLE CON PRECIOSAS VISTAS PANORAMICAS A LA SIERRA MADRE COMPRE HERMOSO DEPTO CONTEMPORANEO, ILUMINACION EXCELENTE LAS VENTANAS SON DE PISO A TECHO! MUY AMPLIO, UNO DE LOS MAS GRANDES EN COVA2 FRACC PRIVADO CON DOBLE CASETA DE VIGILANCIA UNA CASETA AL ENTRAR A LA COLONIA COLINAS DEL VALLE, Y OTRA CASETA PARA ACCESAR AL EDIFICIO DE DEPARTAMENTOS COVA2!!! PORTON CON ACCESO CONTROLADO Y BARDA PERIMETRAL, SEGURIDAD TOTAL 24/7 ALARMA. PISCINA CON DOBLE CARRIL DE NADO, ASOLEADEROS, Y UNA GRAN TERRAZA TECHADA, CANCHAS DE TENIS, CANCHA INFANTIL DE FUTBOL, GYMNASIO, AREA INFANTIL, LUDOTECA, ASADORES, SALON DE FIESTAS Y EVENTOS, SALON DE JUEGOS CON BILLAR Y PANTALLA LCD, CON SKY, JARDINES Y AREAS VERDES DE MAS DE 10,000M2 Y JUEGOS INFANTILES DE LA COLONIA A SU DISPOSICION, 3 ELEVADORES, COMPRADORES DAR SU NOMBRE COMPLETO PARA HACER CITA POR ESTE MEDIO O BIEN LLAMAR AL . COLINAS DEL VALLE MONTERRY, NUEVO LEON. COVA 2. COVA II.","Departamento
													
Precio Venta
																	
MN 3,777,750
173m² Superficie de terreno
173m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","COVA 2 3 Recámaras 3.5Baños 173 Metros Cuadrados de Construcción $3`777,750 DEPTO DE LUJO SEMI-NUEVO!!! TOTALMENTE EQUIPADO MINISPLITS NUEVOS!!! COCINA INTEGRAL CON BARRA DE GRANITO, CLOSETS DE LUJO, 3 RECAMARAS, DISFRUTE EL AMPLIO BALCON DOBLE CON PRECIOSAS VISTAS PANORAMICAS A LA SIERRA MADRE COMPRE HERMOSO DEPTO CONTEMPORANEO, ILUMINACION EXCELENTE LAS VENTANAS SON DE PISO A TECHO! MUY AMPLIO, UNO DE LOS MAS GRANDES EN COVA2 FRACC PRIVADO CON DOBLE CASETA DE VIGILANCIA UNA CASETA AL ENTRAR A LA COLONIA COLINAS DEL VALLE, Y OTRA CASETA PARA ACCESAR AL EDIFICIO DE DEPARTAMENTOS COVA2!!! PORTON CON ACCESO CONTROLADO Y BARDA PERIMETRAL, SEGURIDAD TOTAL 24/7 ALARMA. PISCINA CON DOBLE CARRIL DE NADO, ASOLEADEROS, Y UNA GRAN TERRAZA TECHADA, CANCHAS DE TENIS, CANCHA INFANTIL DE FUTBOL, GYMNASIO, AREA INFANTIL, LUDOTECA, ASADORES, SALON DE FIESTAS Y EVENTOS, SALON DE JUEGOS CON BILLAR Y PANTALLA LCD, CON SKY, JARDINES Y AREAS VERDES DE MAS DE 10,000M2 Y JUEGOS INFANTILES DE LA COLONIA A SU DISPOSICION, 3 ELEVADORES, COMPRADORES DAR SU NOMBRE COMPLETO PARA HACER CITA POR ESTE MEDIO O BIEN LLAMAR AL Ver datos. COLINAS DEL VALLE MONTERRY, NUEVO LEON. COVA 2. COVA II.","/propiedades/venta-de-departamento-del-valle-cova2-san-pedro-garza-51788595.html","totales","Asador 
Cancha de tenis 
Estacionamiento de visitas","Amueblado (Si)
Elevador(es) (1)
Alberca 
Jacuzzi 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Acceso discapacitados 
Acceso tercera edad 
Estado de conservación (Excelente)
Ubicación (Interior)","3
			
					Recámaras","173 m²
			totales","_","MN 3,777,750","Gimnasio 
Línea telefónica 
Aire acondicionado 
Seguridad privada 
Calentador de agua 
Área de Juegos Infantiles 
Calefacción","Venta de Departamento del Valle Cova2 San Pedro Garza Garcia Nl Trato Directo","COVA2, Colinas del Valle , Monterrey","_"
"Inmuebles24Item","Bodega(s) (1)
Sala de música y cine 
Salón de usos múltiples","2
		
				Baños","Departamento Garden House de 2 niveles con Jardín privado mas terrazas. -2 Recamaras / principal con walk in closet. - Recibidor - Sala / Comedor - Estancia Familiar - Lavandería + cuarto de servicio - Bodega propia y 2 cajones de estacionamiento techados. *Se entrega en obra gris El Edificio cuenta con circuito cerrado de televisión, Control de accesos, Detector de humo, alarma y gabinete de manguera contra incendios en cada piso, Instalación para voz y datos, Sistema de televisión satelital, Intercomunicación, Sonido Ambiental en gimnasio, lobby y alberca.","Departamento
													
Precio Venta
																	
MN 4,600,000
223m² Superficie de terreno
223m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","Departamento Garden House de 2 niveles con Jardín privado mas terrazas. -2 Recamaras / principal con walk in closet. - Recibidor - Sala / Comedor - Estancia Familiar - Lavandería + cuarto de servicio - Bodega propia y 2 cajones de estacionamiento techados. *Se entrega en obra gris El Edificio cuenta con circuito cerrado de televisión, Control de accesos, Detector de humo, alarma y gabinete de manguera contra incendios en cada piso, Instalación para voz y datos, Sistema de televisión satelital, Intercomunicación, Sonido Ambiental en gimnasio, lobby y alberca.","/propiedades/departamento-garden-house-2-niveles-52002505.html","totales","Asador 
Cancha de tenis 
Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Cuartos de servicio 
Jacuzzi 
Frente a parque 
Mascotas 
Acceso discapacitados 
Acceso tercera edad","2
			
					Recámaras","223 m²
			totales","_","MN 4,600,000","Gimnasio 
Línea telefónica 
Seguridad privada 
Cisterna 
Área de Juegos Infantiles 
Gas 
Calefacción","Departamento Garden House 2 Niveles","Anillo Periferico 1637, Colinas de San Jerónimo, Monterrey","_"
"Inmuebles24Item","","2
		
				Baños","Excelente departamento en Centrika Elite. avenidas principales, con excelente ubicación, Parques, Escuelas, centros comerciales. Metro muy cerca al igual que la eco Vía. Plusvalía garantizada y buena opción para la compra. ya sea para rentar o para vivir............ Operación : Renta Tipo : Departamentos Zona : Zona Centro Colonia : Monterrey Centro Terreno : 100 m2. Construcción : 100 m2. Frente : 12 m. Plantas : 2 Recámaras : 3 Baños : 2 Edad : 5 Precio : $ 7,500.00 M.N. Contactar Asesor Seguridad 24 Horas con acceso controlado Areas Comunes Juegos Infantiles Accesos para Discapacitados Estacionamiento Dueños Estacionamiento Visitantes Estudiantes Detalles de la Propiedad Excelente departamento en CENTRIKA ELITE. con una excelente ubicación Parques, Centros comerciales, Canchas de Tenis, Lago, Cine y wallmart muy cerca. Departamento: Sala comedor con Minisplit Frio Calor Cocina Integral con Estufa y campana 3 Recamaras con su closet Recamara principal con baño integrado, closet y minisplit. Cuenta con Lavadora y boiler de Paso. se encuentra en el 2do piso y en esquina para mas estacionamiento. IDEAL para Ejecutivos, Recién casados, Etc. Ubicación de la Propiedad Dirección del Inmueble : Centrika Elite Monterrey Centro  Monterrey, Nuevo León Llaves en Oficina : Si Visitas previa Cita. Contacto : Fernando O. Casarin - Tel. :","Departamento
													
Precio Venta
																	
MN 1,350,000
100m² Superficie de terreno
100m² Superficie construída
3 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: de 5 a 10 años","Excelente departamento en Centrika Elite. avenidas principales, con excelente ubicación, Parques, Escuelas, centros comerciales. Metro muy cerca al igual que la eco Vía. Plusvalía garantizada y buena opción para la compra. ya sea para rentar o para vivir............ Operación : Renta Tipo : Departamentos Zona : Zona Centro Colonia : Monterrey Centro Terreno : 100 m2. Construcción : 100 m2. Frente : 12 m. Plantas : 2 Recámaras : 3 Baños : 2 Edad : 5 Precio : $ 7,500.00 M.N. Contactar Asesor Seguridad 24 Horas con acceso controlado Areas Comunes Juegos Infantiles Accesos para Discapacitados Estacionamiento Dueños Estacionamiento Visitantes Estudiantes Detalles de la Propiedad Excelente departamento en CENTRIKA ELITE. con una excelente ubicación Parques, Centros comerciales, Canchas de Tenis, Lago, Cine y wallmart muy cerca. Departamento: Sala comedor con Minisplit Frio Calor Cocina Integral con Estufa y campana 3 Recamaras con su closet Recamara principal con baño integrado, closet y minisplit. Cuenta con Lavadora y boiler de Paso. se encuentra en el 2do piso y en esquina para mas estacionamiento. IDEAL para Ejecutivos, Recién casados, Etc. Ubicación de la Propiedad Dirección del Inmueble : Centrika Elite Monterrey Centro Ver datos Monterrey, Nuevo León Llaves en Oficina : Si Visitas previa Cita. Contacto : Fernando O. Casarin - Tel. : Ver datos","/propiedades/excelente-departamento-en-centrika-elite.-avs-52091689.html","totales","Estacionamiento de visitas","Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Fumadores 
Mascotas 
Cocina integral 
Acceso discapacitados 
Estado de conservación (Excelente)
Piso en el que se encuentra (2)
Ubicación (Frente)","3
			
					Recámaras","100 m²
			totales","_","MN 1,350,000","Aire acondicionado 
Seguridad privada 
Calentador de agua 
Área de Juegos Infantiles 
Gas 
Calefacción","Excelente Departamento en Centrika Elite. Avs Principales. Metro Eco Via.","Centro Centrika, Centro, Monterrey","_"
"Inmuebles24Item","Salón de Fiestas","3
		
				Baños","EL DEPARTAMENTO CUENTA CON: Sala Comedor Bar Baño de visitas Amplia cocina Integral con cubierta de granito Lavandería 2 recámaras muy amplias con baño y vestidor La tercer recámara es mas pequeña se puede usar como cuarto de televisión,cuenta con closet también Balcón con vista panorámica Cuarto de Serviciocon baño completo EQUIPO: Clima Central 5 Abanicos de Techo Piso de Porcelanato 2 Cajones de Estacionamiento","Departamento
													
Precio Venta
																	
MN 3,200,000
187m² Superficie de terreno
187m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: de 5 a 10 años","EL DEPARTAMENTO CUENTA CON: Sala Comedor Bar Baño de visitas Amplia cocina Integral con cubierta de granito Lavandería 2 recámaras muy amplias con baño y vestidor La tercer recámara es mas pequeña se puede usar como cuarto de televisión,cuenta con closet también Balcón con vista panorámica Cuarto de Serviciocon baño completo EQUIPO: Clima Central 5 Abanicos de Techo Piso de Porcelanato 2 Cajones de Estacionamiento","/propiedades/hermoso-departamento-en-san-jeronimo-con-vigilancia-52092395.html","totales","Estacionamiento de visitas","Alberca 
Cocina integral","3
			
					Recámaras","187 m²
			totales","_","MN 3,200,000","Aire acondicionado 
Calentador de agua 
Calefacción","Hermoso Departamento en San Jeronimo con Vigilancia 24/7 y Amenidades","San Jeronimo, San Jerónimo, Monterrey","_"
"Inmuebles24Item","","2
		
				Baños","Bonito departamento con excelente ubicación acceso rápido a av. leones y gonzalitos cuenta con centros comerciales y tiendas en la misma zona. El departamento cuenta con caseta de vigilancia y portón de acceso con control remoto total mente amueblado con sala , comedor , accesorios de baño , ropería en ambas habitaciones , minisplit en una de ellas , boiler de paso , labadora y secadora , una cocina integral con estufa , el departamento se encuentra listo para habitar , cuenta también con dos cajones de estacionamiento excelente oportunidad","Departamento
													
Precio Venta
																	
MN 1,265,000
91m² Superficie de terreno
105m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: de 10 a 20 años","Bonito departamento con excelente ubicación acceso rápido a av. leones y gonzalitos cuenta con centros comerciales y tiendas en la misma zona. El departamento cuenta con caseta de vigilancia y portón de acceso con control remoto total mente amueblado con sala , comedor , accesorios de baño , ropería en ambas habitaciones , minisplit en una de ellas , boiler de paso , labadora y secadora , una cocina integral con estufa , el departamento se encuentra listo para habitar , cuenta también con dos cajones de estacionamiento excelente oportunidad","/propiedades/departamento-en-venta-en-torres-cumbres-52087979.html","construidos","","Escuelas Cercanas (SI)","2
			
					Recámaras","_","_","MN 1,265,000","Línea telefónica (SI)
Aire acondicionado (SI)
Gas (SI)","Departamento en Venta en Torres Cumbres","Zapopan 283-B dep C-12, Los Altos, Monterrey","_"
"Inmuebles24Item","Bodega(s) (1)
Salón de Fiestas (SI)
Salón de usos múltiples (SI)","2
		
				Baños","HERMOSO DEPARTAMENTO EN COVA II Excelente oportunidad, Totalmente equipado!Sala - Comedor, independienteCocina equipada totalmenteRecamara principal con baño vestidorRecamara secundaria Acabados de primera en todas las áreas , e incluye cancelería templada! no dejes pasar la oportunidad de visitarlo! Otras Características:Tipo de Aire Acondicionado: Minisplit.","Departamento
													
Precio Venta
																	
MN 3,600,000
130m² Superficie de terreno
130m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: 3 años","HERMOSO DEPARTAMENTO EN COVA II Excelente oportunidad, Totalmente equipado!Sala - Comedor, independienteCocina equipada totalmenteRecamara principal con baño vestidorRecamara secundaria Acabados de primera en todas las áreas , e incluye cancelería templada! no dejes pasar la oportunidad de visitarlo! Otras Características:Tipo de Aire Acondicionado: Minisplit.","/propiedades/departamento-en-venta-51945714.html","totales","Asador (SI)
Cancha de tenis (SI)","Elevador(es) (2)
Alberca (SI)
Cuartos de servicio (SI)
Mascotas (SI)
Cocina integral (SI)
Estado de conservación (Excelente)
Piso en el que se encuentra (6)
Ubicación (Exterior)","2
			
					Recámaras","130 m²
			totales","_","MN 3,600,000","Gimnasio (SI)
Seguridad privada (SI)
Calefacción (SI)","Departamento en Venta","_","_"
"Inmuebles24Item","Estudio","1
		
				Baño","Magnífico departamento a 5 min. del Centro Comercial de Sta. Fe. con 5 m2 de zotehuela extra, además 20 m2 de terraza aprovechable.","Departamento
													
Precio Venta
																	
MN 1,298,000
75m² Superficie de terreno
75m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: de 5 a 10 años","Magnífico departamento a 5 min. del Centro Comercial de Sta. Fe. con 5 m2 de zotehuela extra, además 20 m2 de terraza aprovechable.","/propiedades/venta-depto-a-3-min-del-tec.-de-monterrey-de-sta.-fe-52085984.html","totales","","Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral","2
			
					Recámaras","75 m²
			totales","_","MN 1,298,000","Seguridad privada 
Cisterna 
Calentador de agua 
Gas","Venta Depto a 3 Min del Tec. de Monterrey de Sta. Fe","_","_"
"Inmuebles24Item","Bodega(s) (1)
Salón de usos múltiples","3
		
				Baños","Departamento en obra gris. 150 metros de construccion. 3 recamaraas con su baño, y cuarto vestidor. Torre con amenidades como alberca, gimnasio, etc. Torre Sonoma. Con exclentes vistas panoramicas.","Departamento
													
Precio Venta
																	
MN 4,100,000
150m² Superficie de terreno
150m² Superficie construída
3 Recámaras
3 Baños
3 Estacionamientos
Antigüedad: En construcción","Departamento en obra gris. 150 metros de construccion. 3 recamaraas con su baño, y cuarto vestidor. Torre con amenidades como alberca, gimnasio, etc. Torre Sonoma. Con exclentes vistas panoramicas.","/propiedades/venta-de-departamento-en-torre-sonoma-monterrey-51856982.html","totales","Asador 
Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Centros Comerciales Cercanos","3
			
					Recámaras","150 m²
			totales","_","MN 4,100,000","Gimnasio 
Seguridad privada 
Gas","Venta de Departamento en Torre Sonoma Monterrey","_","_"
"Inmuebles24Item","","4
		
				Baños","Departamentos en pre-venta. Complejo de dos torres. Departamentos de 2 niveles. Cuenta con 3 recamaras y 3 y medio baños mas cuarto de servicio con baño. Cuentan con gimnasio, terraza, bar lounge, alberca con chapoteadero, casa club, terraza y áreas verdes. El desarrollo cuenta con vigilancia, portón eléctrico, lobby, 2 elevadores por edificio. Los departamentos se entregan en obra blanca con preparación para minisplits. Entrega. A partir de enero del 2017.  Los precios pueden variar.","Departamento
													
Precio Venta
																	
MN 5,000,000
246m² Superficie de terreno
246m² Superficie construída
3 Recámaras
4 Baños
2 Estacionamientos
Antigüedad: A estrenar","Departamentos en pre-venta. Complejo de dos torres. Departamentos de 2 niveles. Cuenta con 3 recamaras y 3 y medio baños mas cuarto de servicio con baño. Cuentan con gimnasio, terraza, bar lounge, alberca con chapoteadero, casa club, terraza y áreas verdes. El desarrollo cuenta con vigilancia, portón eléctrico, lobby, 2 elevadores por edificio. Los departamentos se entregan en obra blanca con preparación para minisplits. Entrega. A partir de enero del 2017.  Los precios pueden variar.","/propiedades/departamento-en-venta-monterrey-nuevo-leon-51044655.html","totales","","","3
			
					Recámaras","246 m²
			totales","_","MN 5,000,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","4
		
				Baños","Departamentos en pre-venta. Complejo de dos torres. Departamentos de 1 nivel PH. Cuenta con 3 recamaras y 3 y medio baños, estancia mas cuarto de servicio con baño. Cuentan con gimnasio, terraza, bar lounge, alberca con chapoteadero, casa club, terraza y áreas verdes. El desarrollo cuenta con vigilancia, portón eléctrico, lobby, 2 elevadores por edificio. Los departamentos se entregan en obra blanca con preparación para minisplits. Entrega. A partir de enero del 2017.  Los precios pueden variar.","Departamento
													
Precio Venta
																	
MN 5,300,000
225m² Superficie de terreno
225m² Superficie construída
3 Recámaras
4 Baños
2 Estacionamientos
Antigüedad: A estrenar","Departamentos en pre-venta. Complejo de dos torres. Departamentos de 1 nivel PH. Cuenta con 3 recamaras y 3 y medio baños, estancia mas cuarto de servicio con baño. Cuentan con gimnasio, terraza, bar lounge, alberca con chapoteadero, casa club, terraza y áreas verdes. El desarrollo cuenta con vigilancia, portón eléctrico, lobby, 2 elevadores por edificio. Los departamentos se entregan en obra blanca con preparación para minisplits. Entrega. A partir de enero del 2017.  Los precios pueden variar.","/propiedades/departamento-en-venta-monterrey-nuevo-leon-51044656.html","totales","","","3
			
					Recámaras","225 m²
			totales","_","MN 5,300,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","4
		
				Baños","Escelentes departamento muy bien ubicados a una cuadra de Gonzalitos, los departamentos cuentan con recibidor, sala-comedor, cocina, tres recamaras la principal con baño-vestidor, y las otras dos con baño, cuarto de maquinas /bodega, balcon de 9 metros de largo, vista panoramica. Amenidades, skylaunge, salon de eventos, seguridad las 24 horas y pluma para entrar, y camaras de circuito cerrado para mayor seguridad,","Departamento
													
Precio Venta
																	
MN 3,400,000
160m² Superficie de terreno
160m² Superficie construída
3 Recámaras
4 Baños
Antigüedad: A estrenar","Escelentes departamento muy bien ubicados a una cuadra de Gonzalitos, los departamentos cuentan con recibidor, sala-comedor, cocina, tres recamaras la principal con baño-vestidor, y las otras dos con baño, cuarto de maquinas /bodega, balcon de 9 metros de largo, vista panoramica. Amenidades, skylaunge, salon de eventos, seguridad las 24 horas y pluma para entrar, y camaras de circuito cerrado para mayor seguridad,","/propiedades/departamento-en-venta-monterrey-nuevo-leon-51051905.html","totales","","","3
			
					Recámaras","160 m²
			totales","_","MN 3,400,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","4
		
				Baños","Excelentes departamentos, con priviligiada ubicacion, cuenta con vista panoramica,cuenta con espacios muy amplios, el  departamento cuenta con recibidor, sala-comedor, cocina, 3 recamaras la principal con baño-vestidor, tres y medio baños, cuarto de servicio con baño, cuarto de maquinas /bodega, balcon de 9 metros de largo, vista panoramica desde el interior del departamento.","Departamento
													
Precio Venta
																	
MN 3,400,000
160m² Superficie de terreno
160m² Superficie construída
3 Recámaras
4 Baños
2 Estacionamientos
Antigüedad: A estrenar","Excelentes departamentos, con priviligiada ubicacion, cuenta con vista panoramica,cuenta con espacios muy amplios, el  departamento cuenta con recibidor, sala-comedor, cocina, 3 recamaras la principal con baño-vestidor, tres y medio baños, cuarto de servicio con baño, cuarto de maquinas /bodega, balcon de 9 metros de largo, vista panoramica desde el interior del departamento.","/propiedades/departamento-en-venta-monterrey-nuevo-leon-51082349.html","totales","","","3
			
					Recámaras","160 m²
			totales","_","MN 3,400,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","3
		
				Baños","IN es un edificio de 27 pisos con una gran variedad de distribuciones, de 1, 2 y 3 recámaras. El condominio ofrecerá más de 20 amenidades diferentes, como lobby, plazoleta, terrazas, áreas verdes, alberca, juegos infantiles, ludoteca, gimnasio, salón de eventos, piano bar, sala de TV y terraza en las alturas, contará con altos estándares de seguridad y equipamiento. Los precios de los departamentos van desde $3,225,000 hasta los 4,500,000 pesos y las residencias y Penthouses desde los $5,300,000, Entrega a partir de abril 2016.","Departamento
													
Precio Venta
																	
MN 3,300,000
86m² Superficie de terreno
86m² Superficie construída
2 Recámaras
3 Baños
2 Estacionamientos
Antigüedad: A estrenar","IN es un edificio de 27 pisos con una gran variedad de distribuciones, de 1, 2 y 3 recámaras. El condominio ofrecerá más de 20 amenidades diferentes, como lobby, plazoleta, terrazas, áreas verdes, alberca, juegos infantiles, ludoteca, gimnasio, salón de eventos, piano bar, sala de TV y terraza en las alturas, contará con altos estándares de seguridad y equipamiento. Los precios de los departamentos van desde $3,225,000 hasta los 4,500,000 pesos y las residencias y Penthouses desde los $5,300,000, Entrega a partir de abril 2016.","/propiedades/departamento-en-venta-monterrey-nuevo-leon-51095119.html","totales","","","2
			
					Recámaras","86 m²
			totales","_","MN 3,300,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","_","Venta de departamentos nuevos. Proyecto para entrega en junio 2016.  Torre de 32 pisos, 132 departamentos. Departamentos de 68m2 a 401m2. Cuenta con amenidades como; alberca, juegos imfantiles, asadores, áreas verdes, lounge bar, kids club, terrazas, jardines, dos lagos artificiales, Cuenta con seguridad y fácil acceso a vialidades como Diaz Ordaz, Humberto Lobo, Constitución, Gonzalitos.  Los precios pueden variar","Departamento
													
Precio Venta
																	
MN 3,600,000
68m² Superficie de terreno
68m² Superficie construída
1 recamara
2 Estacionamientos
Antigüedad: A estrenar","Venta de departamentos nuevos. Proyecto para entrega en junio 2016.  Torre de 32 pisos, 132 departamentos. Departamentos de 68m2 a 401m2. Cuenta con amenidades como; alberca, juegos imfantiles, asadores, áreas verdes, lounge bar, kids club, terrazas, jardines, dos lagos artificiales, Cuenta con seguridad y fácil acceso a vialidades como Diaz Ordaz, Humberto Lobo, Constitución, Gonzalitos.  Los precios pueden variar","/propiedades/departamento-en-venta-monterrey-nuevo-leon-51044651.html","totales","","","1
			
					recamara","68 m²
			totales","_","MN 3,600,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","2
		
				Baños","Departamentos en pre-venta. Complejo de dos torres. Departamentos de 2 recamaras. Cuentan con gimnasio, terraza, bar lounge, alberca con chapoteadero, casa club, terraza y áreas verdes. El desarrollo cuenta con vigilancia, portón eléctrico, lobby, 2 elevadores por edificio. Los departamentos se entregan en obra blanca con preparación para minisplits. Entrega. A partir de enero del 2017.  Los precios pueden variar","Departamento
													
Precio Venta
																	
MN 2,900,000
126m² Superficie de terreno
126m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: A estrenar","Departamentos en pre-venta. Complejo de dos torres. Departamentos de 2 recamaras. Cuentan con gimnasio, terraza, bar lounge, alberca con chapoteadero, casa club, terraza y áreas verdes. El desarrollo cuenta con vigilancia, portón eléctrico, lobby, 2 elevadores por edificio. Los departamentos se entregan en obra blanca con preparación para minisplits. Entrega. A partir de enero del 2017.  Los precios pueden variar","/propiedades/departamento-en-venta-monterrey-nuevo-leon-51044652.html","totales","","","2
			
					Recámaras","126 m²
			totales","_","MN 2,900,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
