"_type","ambientes","areas_sociales","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","","","1
		
				Baño","Excelente departamento totalmente remodelado, pisos, cocina integral, lamparas, clósets, carpintería, baño, ventanería. Está hermoso, totalmente listo para habitarse. Distribución Ingreso, Sala - Comedor, cocina integral, área de servicio, baño completo, 2 recámaras con clósets. Ubicado en 4to nivel. Cerca del cruce de Normalistas y Monte Calvario.","Departamento
													
Precio Venta
																	
MN 695,000
50m² Superficie de terreno
50m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: de 20 a 50 años","Excelente departamento totalmente remodelado, pisos, cocina integral, lamparas, clósets, carpintería, baño, ventanería. Está hermoso, totalmente listo para habitarse. Distribución Ingreso, Sala - Comedor, cocina integral, área de servicio, baño completo, 2 recámaras con clósets. Ubicado en 4to nivel. Cerca del cruce de Normalistas y Monte Calvario.","/propiedades/estupendo-departamento-totalmente-remodelado-en-villas-51974779.html","totales","","Centros Comerciales Cercanos 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (4)","2
			
					Recámaras","50 m²
			totales","_","MN 695,000","Calentador de agua 
Gas","Estupendo Departamento Totalmente Remodelado en Villas de San Juan en $695,000","Monte Calvario Manzana J, edificio A3, Depto 15, Villas de San Juan, Guadalajara","_"
"Inmuebles24Item","Estudio 
Cuarto de TV","","1
		
				Baño","Muy buen departamento, ubicado el el Fracc. Arcos de Zapopan, sin edificios al frente ni atras, muy iluminado y ventilado, zona muy tranquila, cerca de calle cerrada, tiene: 2 recamaras, 1 estudio, sala comedor, cocina, 1 baño completo, patio de servicio, area de estacionamiento.","Departamento
													
Precio Venta
																	
MN 498,000
64m² Superficie de terreno
64m² Superficie construída
3 Recámaras
1 Baño
1 estacionamiento
Antigüedad: de 10 a 20 años","Muy buen departamento, ubicado el el Fracc. Arcos de Zapopan, sin edificios al frente ni atras, muy iluminado y ventilado, zona muy tranquila, cerca de calle cerrada, tiene: 2 recamaras, 1 estudio, sala comedor, cocina, 1 baño completo, patio de servicio, area de estacionamiento.","/propiedades/departamento-en-arcos-de-zapopan-3er-nivel.-51973170.html","totales","","Centros Comerciales Cercanos 
Escuelas Cercanas 
Estado de conservación (Bueno)
Piso en el que se encuentra (3)
Ubicación (Frente)","3
			
					Recámaras","64 m²
			totales","_","MN 498,000","Calentador de agua","Departamento en Arcos de Zapopan, 3er Nivel.","Av. Tesistan y Periferico, Arcos de Zapopan, Zapopan","_"
"Inmuebles24Item","Bodega(s) (1)","","2
		
				Baños","Hermosa torre de 6 departamentos de lujo en providencia sobre la calle Bonifacio Andrada entre Terranova y Ruben Dario. Departamentos de dos y tres recamaras con elevador, Roof Garden, terminados de lujo, superficies de 95 y 164 de áreas habitables, mas cocheras y bodega.","Departamento
													
Precio Venta
																	
MN 3,060,000
123m² Superficie de terreno
95m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: A estrenar","Hermosa torre de 6 departamentos de lujo en providencia sobre la calle Bonifacio Andrada entre Terranova y Ruben Dario. Departamentos de dos y tres recamaras con elevador, Roof Garden, terminados de lujo, superficies de 95 y 164 de áreas habitables, mas cocheras y bodega.","/propiedades/pre-venta-de-departamentos-en-providencia-51589048.html","construidos","","Elevador(es) (1)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Número de departamentos (6)","2
			
					Recámaras","_","_","MN 3,060,000","Línea telefónica 
Cisterna 
Calentador de agua 
Gas","Pre Venta de Departamentos en Providencia","_","_"
"Inmuebles24Item","Bodega(s) (1)
Sala de música y cine 
Salón de usos múltiples","","2
		
				Baños","Iconia Cubos, es un complejo inmobiliario multimodal que te ofrece un estilo de vida único en la zona, donde la realidad se vuelve un sueño, en él convergen dos torres de departamentos, un hotel categoría Gran Turismo y un Centro Comercial tipo Entertainment Center. Será un edificio con Certificación LEED (Leadership in Energy & Enviromental Design). LA REALIDAD HECHA SUEÑO DEPARTAMENTOS DE LUJO, EN LA MEJOR UBICACIÓN El componente habitacional se integra por dos torres de departamentos con 25 niveles de altura, con un total de 200 departamentos, y se desplantan sobre el centro comercial. Cada torre esta integrada por 100 departamentos, de los cuales 39 son de 3 recámaras, y 61 de 2 recámaras. Cada torre de departamentos cuenta con Lobby - Recepción, 2 elevadores de alta velocidad, los cuales tienen acceso exclusivo y privado para los departamentos al centro comercial y el estacionamiento, así como dos escaleras de emergencia en cada edificio. Los 200 departamentos del complejo serán vendidos en propiedad total, bajo el régimen de propiedad en condominio, e incluye dos cajones de estacionamiento techado cada uno y una bodega. Departamento D1 - Unidad de 2 recámaras con superficie de 128.40 m2 Departamento D2 - Unidad de 3 recámaras con superficie de 176.76 m2 Departamento D3 - Unidad de 2 recámaras con superficie de 152.29 m2 Departamento D4 - Unidad de 3 recámaras con superficie de 176.82 m2 Departamento D5 - Unidad de 2 recámaras con superficie de 145.50 m2 ENTERTAINMENT CENTER UNA EXPERIENCIA COMPLETA SIN SALIR DE CASA Será un Centro Comercial del tipo ""Entertainment Center"", el cual se ubicará en los dos primeros niveles de los edificios que sirven como basamento, contará con salas de cine tipo Premiere, además de Restaurantes, Bares, Banco, Gimnasio y 40 locales comerciales, con gran variedad de giros. CLUB ICONIA CUBOS El Club Iconia con que cuenta el complejo inmobiliario da servicio tanto a los condominios como a los huéspedes del hotel. Las principales áreas de este, se ubican en el nivel denominado ""CLUB"", en el cual podemos encontrar el Spa, Gimnasio, Ludoteca, Centro de Negocios y la Biblioteca, en el nivel 28 del hotel se ubicará la Sky Pool. El acceso al Club Iconia es mediante una tarjeta magnética que proporciona la administración del hotel a cada condominio, la vigencia de cada tarjeta será renovada mensualmente con el pago de sus cuotas de mantenimiento, por lo que la vigencia de la misma será de un mes, si al termino del mes no se ha cubierto la cuota de mantenimiento, automáticamente la tarjeta dejará de dar acceso a las áreas del Club.","Departamento
													
Precio Venta
																	
MN 2,618,000
145m² Superficie de terreno
145m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: En construcción","Iconia Cubos, es un complejo inmobiliario multimodal que te ofrece un estilo de vida único en la zona, donde la realidad se vuelve un sueño, en él convergen dos torres de departamentos, un hotel categoría Gran Turismo y un Centro Comercial tipo Entertainment Center. Será un edificio con Certificación LEED (Leadership in Energy & Enviromental Design). LA REALIDAD HECHA SUEÑO DEPARTAMENTOS DE LUJO, EN LA MEJOR UBICACIÓN El componente habitacional se integra por dos torres de departamentos con 25 niveles de altura, con un total de 200 departamentos, y se desplantan sobre el centro comercial. Cada torre esta integrada por 100 departamentos, de los cuales 39 son de 3 recámaras, y 61 de 2 recámaras. Cada torre de departamentos cuenta con Lobby - Recepción, 2 elevadores de alta velocidad, los cuales tienen acceso exclusivo y privado para los departamentos al centro comercial y el estacionamiento, así como dos escaleras de emergencia en cada edificio. Los 200 departamentos del complejo serán vendidos en propiedad total, bajo el régimen de propiedad en condominio, e incluye dos cajones de estacionamiento techado cada uno y una bodega. Departamento D1 - Unidad de 2 recámaras con superficie de 128.40 m2 Departamento D2 - Unidad de 3 recámaras con superficie de 176.76 m2 Departamento D3 - Unidad de 2 recámaras con superficie de 152.29 m2 Departamento D4 - Unidad de 3 recámaras con superficie de 176.82 m2 Departamento D5 - Unidad de 2 recámaras con superficie de 145.50 m2 ENTERTAINMENT CENTER UNA EXPERIENCIA COMPLETA SIN SALIR DE CASA Será un Centro Comercial del tipo ""Entertainment Center"", el cual se ubicará en los dos primeros niveles de los edificios que sirven como basamento, contará con salas de cine tipo Premiere, además de Restaurantes, Bares, Banco, Gimnasio y 40 locales comerciales, con gran variedad de giros. CLUB ICONIA CUBOS El Club Iconia con que cuenta el complejo inmobiliario da servicio tanto a los condominios como a los huéspedes del hotel. Las principales áreas de este, se ubican en el nivel denominado ""CLUB"", en el cual podemos encontrar el Spa, Gimnasio, Ludoteca, Centro de Negocios y la Biblioteca, en el nivel 28 del hotel se ubicará la Sky Pool. El acceso al Club Iconia es mediante una tarjeta magnética que proporciona la administración del hotel a cada condominio, la vigencia de cada tarjeta será renovada mensualmente con el pago de sus cuotas de mantenimiento, por lo que la vigencia de la misma será de un mes, si al termino del mes no se ha cubierto la cuota de mantenimiento, automáticamente la tarjeta dejará de dar acceso a las áreas del Club.","/propiedades/departamentos-d5-pre-venta-iconia-cubos-luxury-living-51626418.html","totales","","Elevador(es) (2)
Alberca 
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral","2
			
					Recámaras","145 m²
			totales","_","MN 2,618,000","Gimnasio 
Línea telefónica 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Área de Juegos Infantiles 
Gas","Departamentos D5 Pre Venta Iconia Cubos Luxury Living","AVENIDA VALLARTA 5145, Vallarta Sur, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","DEPARTAMENTO EN VENTA URBAN LIFE P.H. $3´050,000 Mantenimiento $1,650.00 mensuales Superficie: 128 m -2 Niveles -3 recámaras -2 baños -Sala -Comedor -Cocina integral - en el primer piso se encuentran dos recámaras y un baño. -en segundo piso 1 recámara y baño completo. - terraza de aprox 40m2 con una vista increíble. -Las áreas comunes incluyen: salas de juntas, alberca, área de juegos, gimnasio y pista para correr. -Todas las recámaras cuentan con aire acondicionado. - cuarto de servicio -Seguridad/vigilancia 24 horas -dos lugares de estacionamiento y dos bodegas escrituradas","Departamento
													
Precio Venta
																	
MN 3,050,000
128m² Superficie de terreno
128m² Superficie construída
3 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: 2 años","DEPARTAMENTO EN VENTA URBAN LIFE P.H. $3´050,000 Mantenimiento $1,650.00 mensuales Superficie: 128 m -2 Niveles -3 recámaras -2 baños -Sala -Comedor -Cocina integral - en el primer piso se encuentran dos recámaras y un baño. -en segundo piso 1 recámara y baño completo. - terraza de aprox 40m2 con una vista increíble. -Las áreas comunes incluyen: salas de juntas, alberca, área de juegos, gimnasio y pista para correr. -Todas las recámaras cuentan con aire acondicionado. - cuarto de servicio -Seguridad/vigilancia 24 horas -dos lugares de estacionamiento y dos bodegas escrituradas","/propiedades/p.-h.-en-venta-urban-life-%243-050-000-51840235.html","totales","","","3
			
					Recámaras","128 m²
			totales","_","MN 3,050,000","","P. H. en Venta Urban Life $3´050,000","Manuel M. Dieguez 900, Villas Del Country, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","Torre LINK es un proyecto multifuncional ubicado en Av. Hidalgo NO. 1995, esquina con Victoriano Salado Álvarez en la colonia Ladrón de Guevara, considerada una de las mejores zonas de la ciudad. Esta torre contará con espacios comerciales, habitacionales y de oficinas. Es un proyecto de usos mixtos que cuenta con 5,500 m2 de estacionamiento distribuidos en tres sótanos con capacidad para albergar un total se 220 vehículos, además de contar con 50 bicipuertos. Sus exclusivos lobbies dan independencia a la zona corporativa y residencial conectando la vida del edificio a través de un atractivo andador, y que este a su vez conecta las dos torre en el área de convivencia comercial. La torre habitacional se compone de una planta baja mas 10 niveles. Cada nivel incluye 5 departamentos desde 73 m2 hasta 144m2, así como 9 acogedores departamentos tipo Loft de doble altura con un área de 60 m2. En el piso 4 se localiza el gimnasio, la ludoteca y un área de usos múltiples. En el nivel 10 se encuentra la terraza BBQ y Sky Bar. Hay cinco tipos de departamentos además del loft, todos con características y precios diferentes. Torre LINK integra tecnología de punta en su infraestructura, los muros interiores de este proyecto, se construyeron con material HEBEL concreto celular autoclaveado ultra ligero que proporciona grandes beneficios, soporta muebles, gabinetes, repisas sin necesidad de refuerzo adicional. Muros 100% sólidos, excelente aislamiento acústico, mejor resistencia a plagas, mejor resistencia al fuego, mejor resistencia a la humedad, alto aislamiento térmico, ecológico. Citas al  y","Departamento
													
Precio Venta
																	
MN 3,563,768
127m² Superficie de terreno
127m² Superficie construída
3 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: En construcción","Torre LINK es un proyecto multifuncional ubicado en Av. Hidalgo NO. 1995, esquina con Victoriano Salado Álvarez en la colonia Ladrón de Guevara, considerada una de las mejores zonas de la ciudad. Esta torre contará con espacios comerciales, habitacionales y de oficinas. Es un proyecto de usos mixtos que cuenta con 5,500 m2 de estacionamiento distribuidos en tres sótanos con capacidad para albergar un total se 220 vehículos, además de contar con 50 bicipuertos. Sus exclusivos lobbies dan independencia a la zona corporativa y residencial conectando la vida del edificio a través de un atractivo andador, y que este a su vez conecta las dos torre en el área de convivencia comercial. La torre habitacional se compone de una planta baja mas 10 niveles. Cada nivel incluye 5 departamentos desde 73 m2 hasta 144m2, así como 9 acogedores departamentos tipo Loft de doble altura con un área de 60 m2. En el piso 4 se localiza el gimnasio, la ludoteca y un área de usos múltiples. En el nivel 10 se encuentra la terraza BBQ y Sky Bar. Hay cinco tipos de departamentos además del loft, todos con características y precios diferentes. Torre LINK integra tecnología de punta en su infraestructura, los muros interiores de este proyecto, se construyeron con material HEBEL concreto celular autoclaveado ultra ligero que proporciona grandes beneficios, soporta muebles, gabinetes, repisas sin necesidad de refuerzo adicional. Muros 100% sólidos, excelente aislamiento acústico, mejor resistencia a plagas, mejor resistencia al fuego, mejor resistencia a la humedad, alto aislamiento térmico, ecológico. Citas al Ver datos y Ver datos","/propiedades/torre-link-hidalgo-52089251.html","totales","","Elevador(es) (1)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Número de departamentos (55)","3
			
					Recámaras","127 m²
			totales","_","MN 3,563,768","Gimnasio 
Aire acondicionado 
Seguridad privada 
Calentador de agua 
Área de Juegos Infantiles 
Calefacción","Torre Link Hidalgo","Av Hidalgo 1995, Fraccionamiento Ladrón de Guevara, Guadalajara","_"
"Inmuebles24Item","Bodega(s) (1)
Estudio 
Sala de música y cine 
Salón de Fiestas 
Salón de usos múltiples 
Cuarto de TV","","3
		
				Baños","Providencia Torre Ontario, Suite Ejecutiva, Suite en piso 2, completamente remodelada, mucha seguridad, buena vista, salon usos multiples en planta baja, 3 recamaras, 3.5 baños, sala, comedor, antecomedor, cocina integral, lavanderia, cuarto de servicio con baño, 2 autos en sotano. Cuota mensual de mantenimiento $5,148 Areas comunes: seguridad 24 horas 2 elevadores Terraza Alberca área para niños. Aceptamos creditos bancarios y los tramitamos.","Departamento
													
Precio Venta
																	
MN 4,975,000
Mantenimiento
MN 5,148
222m² Superficie de terreno
222m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: de 10 a 20 años","Providencia Torre Ontario, Suite Ejecutiva, Suite en piso 2, completamente remodelada, mucha seguridad, buena vista, salon usos multiples en planta baja, 3 recamaras, 3.5 baños, sala, comedor, antecomedor, cocina integral, lavanderia, cuarto de servicio con baño, 2 autos en sotano. Cuota mensual de mantenimiento $5,148 Areas comunes: seguridad 24 horas 2 elevadores Terraza Alberca área para niños. Aceptamos creditos bancarios y los tramitamos.","/propiedades/suite-ejecutiva-panoramica-en-providencia-torre-50550007.html","totales","Asador 
Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Fumadores 
Cocina integral 
Acceso discapacitados 
Acceso tercera edad 
Estado de conservación (Excelente)
M² de jardín (750)
Piso en el que se encuentra (12)
Número de departamentos (26)
Ubicación (Frente)","3
			
					Recámaras","222 m²
			totales","_","MN 4,975,000","Gimnasio 
Línea telefónica 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Área de Juegos Infantiles 
Gas 
Calefacción","Suite Ejecutiva Panoramica en Providencia Torre Ontario Suite Piso 2","Av Pablo Neruda 21, Providencia, Guadalajara","_"
"Inmuebles24Item","","","1
		
				Baño","Departamento villas de san juan excelente estado, muy buena ubicacion, centrica,rutas de camiones, parque, centro comercial","Departamento
													
Precio Venta
																	
MN 725,000
6,020m² Superficie de terreno
6,020m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: de 20 a 50 años","Departamento villas de san juan excelente estado, muy buena ubicacion, centrica,rutas de camiones, parque, centro comercial","/propiedades/departamento-excelente-ubicacion-villas-de-san-juan-51713576.html","totales","","Centros Comerciales Cercanos 
Frente a parque 
Estado de conservación (Excelente)
Ubicación (Frente)","2
			
					Recámaras","6,020 m²
			totales","_","MN 725,000","Calentador de agua 
Gas","Departamento Excelente Ubicacion Villas de San Juan","_","_"
"Inmuebles24Item","","","1
		
				Baño","Departamentos tipo Loft, de una dos y tres recamaras, bajo en costo de mantenimiento, excelentes precios desde $ 685,000.00 de una recamara. Edificio de 4 niveles, cuenta con 16 departamentos, terraza en la parte superior del edificio (roof garden).con vista a 4 puntos de la ciudad, a 5 minutos de santa tere, llamanos para una cita, te damos asesoría para tus créditos.","Departamento
													
Precio Venta
																	
MN 685,000
38m² Superficie de terreno
38m² Superficie construída
1 recamara
1 Baño
Antigüedad: A estrenar","Departamentos tipo Loft, de una dos y tres recamaras, bajo en costo de mantenimiento, excelentes precios desde $ 685,000.00 de una recamara. Edificio de 4 niveles, cuenta con 16 departamentos, terraza en la parte superior del edificio (roof garden).con vista a 4 puntos de la ciudad, a 5 minutos de santa tere, llamanos para una cita, te damos asesoría para tus créditos.","/propiedades/utiliza-tu-credito-estrena-loft-a-5-minutos-de-santa-51729486.html","totales","","Centros Comerciales Cercanos 
Escuelas Cercanas 
Mascotas 
Cocina integral 
Estado de conservación (Excelente)
Número de departamentos (16)
Ubicación (Frente)","1
			
					recamara","38 m²
			totales","_","MN 685,000","Cisterna 
Calentador de agua 
Gas","Utiliza Tu Crédito? Estrena Loft a 5 Minutos de Santa Tere","Arista, Artesanos, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","Depto venta Edificio Medici en Lerdo de Tejada casi esquina con unión 2275 depto. 701 aon 23 deptos. En edificio cuenta con 2 elevadores Sup. Aprox. 200 mt en 2 pisos Planta baja: sala comedor Cocina intergral con barra, horno electrico empotrado y la parrilla como nueva Area de lavado, bodega, baño de servicio Medio baño de visitas 2 recamaras , una con baño y vestidor y la otra con closet Planta alta: recamara amplia con vestidor y baño Area de trabajo terraza Cochera 2 autos Remodelado recientemente Cuenta con mini split en sala, recamara, planta de luz para elevadores y refrigerador Vista panóramica","Departamento
													
Precio Venta
																	
MN 4,200,000
200m² Superficie de terreno
200m² Superficie construída
3 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: de 5 a 10 años","Depto venta Edificio Medici en Lerdo de Tejada casi esquina con unión 2275 depto. 701 aon 23 deptos. En edificio cuenta con 2 elevadores Sup. Aprox. 200 mt en 2 pisos Planta baja: sala comedor Cocina intergral con barra, horno electrico empotrado y la parrilla como nueva Area de lavado, bodega, baño de servicio Medio baño de visitas 2 recamaras , una con baño y vestidor y la otra con closet Planta alta: recamara amplia con vestidor y baño Area de trabajo terraza Cochera 2 autos Remodelado recientemente Cuenta con mini split en sala, recamara, planta de luz para elevadores y refrigerador Vista panóramica","/propiedades/penthouse-venta-lerdo-de-tejada-51957452.html","totales","","Elevador(es) (2)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral","3
			
					Recámaras","200 m²
			totales","_","MN 4,200,000","","Penthouse Venta Lerdo de Tejada","_","_"
"Inmuebles24Item","","","2
		
				Baños","Pent House en piso once, del edificio del Carmen, espacios amplios, terraza con vista a la ciudad, consta de recibidor, baño visita, sala comedor, privado, cocina, patio servicio con ingreso independiente, cuarto de servicio con baño completo, area de recamaras con un baño completo con vestidor y dos recamaras amplias con closet. no cuenta con estacionamiento. ideal para despacho o vivir","Departamento
													
Precio Venta
																	
MN 2,200,000
206m² Superficie de terreno
206m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
Antigüedad: de 20 a 50 años","Pent House en piso once, del edificio del Carmen, espacios amplios, terraza con vista a la ciudad, consta de recibidor, baño visita, sala comedor, privado, cocina, patio servicio con ingreso independiente, cuarto de servicio con baño completo, area de recamaras con un baño completo con vestidor y dos recamaras amplias con closet. no cuenta con estacionamiento. ideal para despacho o vivir","/propiedades/depto-en-venta-pent-house-col-centro-51851767.html","totales","","Elevador(es) (1)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Piso en el que se encuentra (11)","2
			
					Recámaras","206 m²
			totales","_","MN 2,200,000","","Depto en Venta Pent House Col Centro","PAVO 135, Guadalajara Centro, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","DEPARTAMENTO CON MUY BUENA UBICACION EN ÚLTIMO PISO, VISTA HERMOSA, TERRAZA MUY AMPLIA , SALA , COMEDOR MUY GRANDE, COCINA, 2 RECAMARAS CON BAÑO, AREA DE LAVADO Y COCHERA PARA 2 AUTOMOVILES CON PORTON ELÉCTRICO.","Departamento
													
Precio Venta
																	
MN 2,480,000
144m² Superficie de terreno
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: de 20 a 50 años","DEPARTAMENTO CON MUY BUENA UBICACION EN ÚLTIMO PISO, VISTA HERMOSA, TERRAZA MUY AMPLIA , SALA , COMEDOR MUY GRANDE, COCINA, 2 RECAMARAS CON BAÑO, AREA DE LAVADO Y COCHERA PARA 2 AUTOMOVILES CON PORTON ELÉCTRICO.","/propiedades/excelente-departamento-para-inversionistas-en-prados-50927784.html","construidos","","Elevador(es) (1)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Bueno)
Piso en el que se encuentra (5)
Ubicación (Frente)","2
			
					Recámaras","_","_","MN 2,480,000","Cisterna 
Calentador de agua 
Gas","Excelente Departamento Para Inversionistas en Prados Providencia","_","_"
"Inmuebles24Item","Bodega(s) (1)
Salón de usos múltiples","","3
		
				Baños","Pent House en venta en Torre Atrium en Col Country Club en Guadalajara. Terminados de lujo con espacios muy amplios. 300 m2 de construcción. 2 niveles. En Planta baja cuenta con sala de T.V, 2 terrazas, 3 habitaciones con baño y vestidor cada una. En planta alta cuenta con comedor, cocina, 2 terrazas con 2 medios baños. Cuarto de servicio con baño completo. Torre con seguridad, salón y terraza como área común. Estacionamientos subterráneos. Áreas verdes. Estacionamiento exterior para visitas. Lobby. Elevador.","Departamento
													
Precio Venta
																	
MN 8,000,000
300m² Superficie de terreno
300m² Superficie construída
3 Recámaras
3 Baños
2 Medios baños
3 Estacionamientos
Antigüedad: A estrenar","Pent House en venta en Torre Atrium en Col Country Club en Guadalajara. Terminados de lujo con espacios muy amplios. 300 m2 de construcción. 2 niveles. En Planta baja cuenta con sala de T.V, 2 terrazas, 3 habitaciones con baño y vestidor cada una. En planta alta cuenta con comedor, cocina, 2 terrazas con 2 medios baños. Cuarto de servicio con baño completo. Torre con seguridad, salón y terraza como área común. Estacionamientos subterráneos. Áreas verdes. Estacionamiento exterior para visitas. Lobby. Elevador.","/propiedades/departamento-en-venta-en-torre-atrium-en-col-country-51974584.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Fumadores 
Cocina integral 
Estado de conservación (Excelente)","3
			
					Recámaras","300 m²
			totales","_","MN 8,000,000","Seguridad privada 
Calentador de agua 
Gas","Departamento en Venta en Torre Atrium en Col Country Club en Guadalajara","MAR DEL SUR, Fraccionamiento Country Club, Guadalajara","_"
"Inmuebles24Item","Bodega(s) (1)
Salón de usos múltiples 
Cuarto de TV","","4
		
				Baños","Venta Departamento Country Nuevo en séptimo piso. 3 hab, 3.5 baños, 4 estacionamientos, Cocina importada, Sala, comedor, estar de TV, cuarto de servicio completo, materiales de primera. Ubicadisimo a una cuadra de la entrada principal del Country (Puerta peatonal a Mar Egeo). Calle tranquila, Cuarto de choferes, Lobby, salón de usos múltiples. Muy barato. Último","Departamento
													
Precio Venta
																	
MN 6,980,000
270m² Superficie de terreno
225m² Superficie construída
3 Recámaras
4 Baños
1 Medio baño
4 Estacionamientos
Antigüedad: A estrenar","Venta Departamento Country Nuevo en séptimo piso. 3 hab, 3.5 baños, 4 estacionamientos, Cocina importada, Sala, comedor, estar de TV, cuarto de servicio completo, materiales de primera. Ubicadisimo a una cuadra de la entrada principal del Country (Puerta peatonal a Mar Egeo). Calle tranquila, Cuarto de choferes, Lobby, salón de usos múltiples. Muy barato. Último","/propiedades/venta-departamento-country-club-nuevo-3-hab.-septimo-52087104.html","construidos","Estacionamiento de visitas","Elevador(es) (2)
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Mascotas 
Cocina integral 
Acceso discapacitados 
Acceso tercera edad 
Estado de conservación (Excelente)
Piso en el que se encuentra (7)","3
			
					Recámaras","_","_","MN 6,980,000","Línea telefónica 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Gas","Venta Departamento Country Club Nuevo 3 Hab. Séptimo Piso","Mar de California, Fraccionamiento Country Club, Guadalajara","_"
"Inmuebles24Item","Bodega(s) (1)","","2
		
				Baños","Amplio departamento con excelente ubicacion a tan solo 2 cuadras de plaza mexico y hospital angeles del carmen, cuenta con 3 recamaras (principal con closet-vestidor y baño), 2 baños completos, amplia sala-comedor, cocina integral, cuarto de lavado y cuarto extra en azotea para almacen, cajon para 2 autos. Citas Carlos Avila 33!!","Departamento
													
Precio Venta
																	
MN 2,280,000
110m² Superficie de terreno
110m² Superficie construída
3 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: de 20 a 50 años","Amplio departamento con excelente ubicacion a tan solo 2 cuadras de plaza mexico y hospital angeles del carmen, cuenta con 3 recamaras (principal con closet-vestidor y baño), 2 baños completos, amplia sala-comedor, cocina integral, cuarto de lavado y cuarto extra en azotea para almacen, cajon para 2 autos. Citas Carlos Avila 33Ver datos!!","/propiedades/departamento-muy-amplio-excelente-ubicacion-a-2-51909900.html","totales","Asador","Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral","3
			
					Recámaras","110 m²
			totales","_","MN 2,280,000","","Departamento Muy Amplio Excelente Ubicacion a 2 Cuadras de Plaza Mexico!","Rinconada Bugambilias 3581 int 4B, Providencia, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","Departamento de 3 recámaras 2.5 baños sala comedor cocina integral cuarto de lavado aire acondicionado 2 estacionamientos en excelentes condiciones cuenta con cámaras de seguridad está en segundo piso","Departamento
													
Precio Venta
																	
MN 3,300,000
135m² Superficie de terreno
135m² Superficie construída
3 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: de 5 a 10 años","Departamento de 3 recámaras 2.5 baños sala comedor cocina integral cuarto de lavado aire acondicionado 2 estacionamientos en excelentes condiciones cuenta con cámaras de seguridad está en segundo piso","/propiedades/departamento-por-av-mexico-esta-en-abedules-51523063.html","totales","","Amueblado 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (2)","3
			
					Recámaras","135 m²
			totales","_","MN 3,300,000","Línea telefónica 
Aire acondicionado 
Cisterna 
Calentador de agua 
Gas","Departamento por Av México Esta en Abedules","Abedules, Monraz, Guadalajara","_"
